ID,Stage,Builder,Start,End,Duration,Outcome
Project ID5,Validating,KB,0,1,1,0
Project ID4,Validating,BZ,0,4,4,1
Project ID7,Validating,BZ,4,7,3,0
Project ID1,Validating,BZ,0,13,13,0
Project ID4,Recruiting,BZ,4,14,10,1
Project ID0,Validating,RC,0,16,16,0
Project ID9,Validating,BZ,13,17,4,0
Project ID2,Validating,KB,0,26,26,1
Project ID12,Validating,KB,26,29,3,0
Project ID8,Validating,BZ,7,31,24,0
Project ID10,Validating,RC,16,35,19,0
Project ID13,Validating,KB,29,35,6,1
Project ID14,Validating,BZ,31,38,7,0
Project ID15,Validating,RC,35,43,8,0
Project ID11,Validating,BZ,17,44,27,0
Project ID16,Validating,KB,35,49,14,0
Project ID3,Validating,RC,0,50,50,0
Project ID6,Validating,KB,1,50,49,0
Project ID21,Validating,RC,50,51,1,1
Project ID17,Validating,BZ,38,56,18,1
Project ID18,Validating,RC,43,63,20,0
Project ID23,Validating,RC,51,63,12,0
Project ID2,Recruiting,KB,26,66,40,1
Project ID20,Validating,KB,49,67,18,0
Project ID22,Validating,KB,50,67,17,0
Project ID21,Recruiting,RC,51,70,19,1
Project ID19,Validating,BZ,44,73,29,0
Project ID24,Validating,BZ,56,74,18,1
Project ID25,Validating,RC,63,74,11,0
Project ID26,Validating,RC,63,74,11,0
Project ID13,Recruiting,KB,35,75,40,1
Project ID29,Validating,BZ,73,75,2,1
Project ID31,Validating,RC,77,79,2,0
Project ID28,Validating,KB,67,80,13,0
Project ID32,Validating,RC,84,85,1,0
Project ID30,Validating,BZ,74,88,14,1
Project ID4,Building,BZ,14,92,78,1
Project ID24,Recruiting,BZ,74,94,20,1
Project ID27,Validating,KB,67,101,34,1
Project ID34,Validating,RC,98,101,3,1
Project ID33,Validating,BZ,91,102,11,1
Project ID17,Recruiting,BZ,56,106,50,1
Project ID30,Recruiting,BZ,88,111,23,1
Project ID34,Recruiting,RC,101,113,12,0
Project ID27,Recruiting,KB,101,120,19,1
Project ID36,Validating,RC,116,121,5,0
Project ID35,Validating,KB,107,123,16,0
Project ID29,Recruiting,BZ,75,129,54,1
Project ID39,Validating,RC,139,149,10,1
Project ID40,Validating,BZ,146,149,3,0
Project ID38,Validating,KB,131,150,19,0
Project ID2,Building,KB,66,152,86,1
Project ID41,Validating,RC,151,153,2,0
Project ID37,Validating,BZ,122,155,33,0
Project ID42,Validating,KB,156,157,1,0
Project ID43,Validating,RC,161,169,8,0
Project ID13,Building,KB,75,171,96,0
Project ID24,Building,BZ,94,171,77,1
Project ID21,Building,RC,70,174,104,1
