ID,Stage,Builder,Start,End,Duration,Outcome
Project ID1,Validating,BZ,0,1,1,1
Project ID2,Validating,KB,0,1,1,0
Project ID6,Validating,BZ,1,4,3,0
Project ID7,Validating,KB,1,7,6,1
Project ID8,Validating,BZ,4,7,3,0
Project ID5,Validating,KB,0,9,9,0
Project ID10,Validating,BZ,7,17,10,0
Project ID12,Validating,BZ,17,20,3,1
Project ID7,Recruiting,KB,7,24,17,1
Project ID0,Validating,RC,0,25,25,0
Project ID4,Validating,BZ,0,25,25,1
Project ID3,Validating,RC,0,26,26,1
Project ID9,Validating,KB,7,26,19,1
Project ID13,Validating,BZ,20,29,9,1
Project ID15,Validating,BZ,25,36,11,1
Project ID17,Validating,KB,26,36,10,0
Project ID14,Validating,RC,25,37,12,1
Project ID3,Recruiting,RC,26,41,15,1
Project ID21,Validating,RC,37,42,5,0
Project ID18,Validating,BZ,29,43,14,1
Project ID16,Validating,RC,26,44,18,0
Project ID24,Validating,RC,44,46,2,0
Project ID20,Validating,KB,36,49,13,0
Project ID22,Validating,RC,42,50,8,1
Project ID11,Validating,KB,9,55,46,0
Project ID22,Recruiting,RC,50,55,5,1
Project ID4,Recruiting,BZ,25,59,34,0
Project ID26,Validating,KB,49,59,10,1
Project ID23,Validating,BZ,43,66,23,1
Project ID18,Recruiting,BZ,43,70,27,1
Project ID1,Recruiting,BZ,1,73,72,0
Project ID29,Validating,KB,59,82,23,0
Project ID25,Validating,RC,46,83,37,0
Project ID30,Validating,BZ,66,87,21,1
Project ID19,Validating,BZ,36,88,52,0
Project ID23,Recruiting,BZ,66,88,22,1
Project ID27,Validating,RC,50,90,40,0
Project ID33,Validating,BZ,87,98,11,0
Project ID26,Recruiting,KB,59,100,41,1
Project ID9,Recruiting,KB,26,102,76,1
Project ID31,Validating,KB,82,103,21,0
Project ID34,Validating,BZ,92,109,17,1
Project ID7,Building,KB,24,110,86,1
Project ID15,Recruiting,BZ,36,112,76,0
Project ID30,Recruiting,BZ,87,114,27,0
Project ID28,Validating,KB,55,115,60,0
Project ID32,Validating,RC,83,116,33,1
Project ID38,Validating,BZ,117,122,5,0
Project ID35,Validating,RC,98,123,25,0
Project ID22,Building,RC,55,125,70,1
Project ID36,Validating,BZ,106,128,22,0
Project ID13,Recruiting,BZ,29,130,101,1
Project ID3,Building,RC,41,133,92,1
Project ID39,Validating,KB,126,143,17,0
Project ID37,Validating,KB,111,147,36,0
Project ID40,Validating,RC,134,153,19,0
Project ID42,Validating,RC,150,160,10,0
Project ID12,Recruiting,BZ,20,162,142,1
Project ID41,Validating,BZ,142,164,22,0
Project ID14,Recruiting,RC,37,165,128,1
Project ID34,Recruiting,BZ,109,167,58,1
Project ID44,Validating,KB,166,167,1,0
Project ID18,Building,BZ,70,175,105,1
Project ID43,Validating,BZ,158,176,18,0
Project ID23,Building,BZ,88,186,98,1
