ID,Stage,Builder,Start,End,Duration,Outcome
Project ID3,Validating,RC,0,13,13,0
Project ID1,Validating,BZ,0,16,16,1
Project ID2,Validating,KB,0,16,16,0
Project ID4,Validating,BZ,0,16,16,1
Project ID7,Validating,BZ,16,24,8,1
Project ID0,Validating,RC,0,31,31,1
Project ID8,Validating,KB,16,41,25,0
Project ID10,Validating,BZ,24,41,17,0
Project ID11,Validating,RC,31,41,10,1
Project ID12,Validating,KB,41,44,3,0
Project ID5,Validating,KB,0,48,48,1
Project ID14,Validating,RC,41,50,9,0
Project ID1,Recruiting,BZ,16,53,37,1
Project ID13,Validating,BZ,41,53,12,1
Project ID13,Recruiting,BZ,53,54,1,0
Project ID15,Validating,KB,44,55,11,0
Project ID16,Validating,KB,48,58,10,1
Project ID6,Validating,RC,13,60,47,0
Project ID17,Validating,RC,50,60,10,0
Project ID21,Validating,RC,60,61,1,0
Project ID20,Validating,KB,58,63,5,1
Project ID9,Validating,BZ,16,70,54,1
Project ID19,Validating,KB,55,71,16,0
Project ID25,Validating,BZ,70,75,5,0
Project ID0,Recruiting,RC,31,78,47,1
Project ID27,Validating,BZ,75,78,3,1
Project ID28,Validating,BZ,78,81,3,0
Project ID18,Validating,BZ,53,82,29,0
Project ID24,Validating,KB,63,83,20,1
Project ID26,Validating,KB,71,83,12,0
Project ID23,Validating,RC,61,85,24,0
Project ID22,Validating,RC,60,86,26,1
Project ID29,Validating,BZ,81,86,5,0
Project ID30,Validating,BZ,82,92,10,0
Project ID31,Validating,KB,83,93,10,0
Project ID4,Recruiting,BZ,16,94,78,1
Project ID7,Recruiting,BZ,24,94,70,1
Project ID5,Recruiting,KB,48,95,47,1
Project ID32,Validating,KB,86,96,10,0
Project ID16,Recruiting,KB,58,103,45,1
Project ID22,Recruiting,RC,86,105,19,1
Project ID34,Validating,RC,101,119,18,1
Project ID36,Validating,BZ,117,120,3,0
Project ID33,Validating,RC,94,125,31,1
Project ID35,Validating,BZ,109,130,21,1
Project ID38,Validating,KB,135,138,3,0
Project ID24,Recruiting,KB,83,147,64,1
Project ID37,Validating,KB,126,147,21,1
Project ID35,Recruiting,BZ,130,150,20,1
Project ID1,Building,BZ,53,153,100,1
Project ID34,Recruiting,RC,119,154,35,1
Project ID39,Validating,RC,143,154,11,0
Project ID33,Recruiting,RC,125,157,32,0
Project ID20,Recruiting,KB,63,160,97,1
Project ID0,Building,RC,78,163,85,1
Project ID41,Validating,RC,154,163,9,1
Project ID5,Building,KB,95,166,71,1
Project ID9,Recruiting,BZ,70,170,100,0
Project ID43,Validating,KB,169,170,1,0
Project ID42,Validating,BZ,161,172,11,0
Project ID4,Building,BZ,94,173,79,0
