ID,Stage,Builder,Start,End,Duration,Outcome
Project ID4,Validating,BZ,0,13,13,0
Project ID3,Validating,RC,0,14,14,1
Project ID2,Validating,KB,0,17,17,0
Project ID5,Validating,KB,0,17,17,0
Project ID3,Recruiting,RC,14,17,3,1
Project ID1,Validating,BZ,0,21,21,1
Project ID9,Validating,KB,17,21,4,1
Project ID10,Validating,BZ,21,22,1,0
Project ID0,Validating,RC,0,26,26,0
Project ID7,Validating,RC,14,30,16,0
Project ID6,Validating,BZ,13,32,19,1
Project ID13,Validating,RC,26,33,7,0
Project ID9,Recruiting,KB,21,36,15,1
Project ID14,Validating,RC,30,37,7,0
Project ID17,Validating,RC,37,38,1,0
Project ID8,Validating,KB,17,40,23,0
Project ID12,Validating,BZ,22,40,18,1
Project ID15,Validating,BZ,32,41,9,0
Project ID18,Validating,RC,38,44,6,0
Project ID22,Validating,RC,44,49,5,0
Project ID19,Validating,KB,40,54,14,1
Project ID21,Validating,BZ,41,56,15,1
Project ID11,Validating,KB,21,57,36,0
Project ID12,Recruiting,BZ,40,58,18,1
Project ID23,Validating,RC,49,59,10,0
Project ID16,Validating,RC,33,60,27,0
Project ID24,Validating,KB,54,62,8,0
Project ID28,Validating,RC,60,62,2,1
Project ID1,Recruiting,BZ,21,64,43,1
Project ID26,Validating,KB,57,65,8,1
Project ID27,Validating,RC,59,66,7,0
Project ID20,Validating,BZ,40,69,29,0
Project ID21,Recruiting,BZ,56,78,22,1
Project ID29,Validating,KB,66,80,14,0
Project ID19,Recruiting,KB,54,82,28,1
Project ID31,Validating,KB,80,82,2,0
Project ID32,Validating,RC,88,89,1,1
Project ID6,Recruiting,BZ,32,94,62,1
Project ID28,Recruiting,RC,62,95,33,1
Project ID30,Validating,RC,74,95,21,0
Project ID25,Validating,BZ,56,106,50,1
Project ID9,Building,KB,36,111,75,1
Project ID33,Validating,BZ,93,121,28,1
Project ID3,Building,RC,17,123,106,1
Project ID34,Validating,KB,102,124,22,0
Project ID12,Building,BZ,58,130,72,1
Project ID38,Validating,BZ,127,131,4,1
Project ID26,Recruiting,KB,65,132,67,1
Project ID25,Recruiting,BZ,106,136,30,1
Project ID35,Validating,KB,110,139,29,1
Project ID36,Validating,RC,117,140,23,1
Project ID1,Building,BZ,64,144,80,1
Project ID39,Validating,BZ,133,148,15,1
Project ID40,Validating,KB,141,151,10,0
Project ID37,Validating,RC,122,157,35,1
Project ID36,Recruiting,RC,140,158,18,1
Project ID42,Validating,KB,155,158,3,1
Project ID19,Building,KB,82,162,80,0
Project ID41,Validating,BZ,150,163,13,0
Project ID28,Building,RC,95,166,71,1
