ID,Stage,Builder,Start,End,Duration,Outcome
Project ID0,Validating,RC,0,1,1,0
Project ID2,Validating,KB,0,2,2,0
Project ID3,Validating,RC,0,2,2,0
Project ID4,Validating,BZ,0,2,2,0
Project ID7,Validating,KB,2,5,3,1
Project ID10,Validating,KB,5,7,2,0
Project ID5,Validating,KB,0,10,10,0
Project ID9,Validating,BZ,2,13,11,1
Project ID8,Validating,RC,2,17,15,1
Project ID6,Validating,RC,1,18,17,0
Project ID11,Validating,KB,7,19,12,1
Project ID13,Validating,BZ,13,31,18,1
Project ID1,Validating,BZ,0,33,33,0
Project ID12,Validating,KB,10,33,23,0
Project ID14,Validating,RC,17,36,19,1
Project ID19,Validating,KB,33,36,3,0
Project ID20,Validating,RC,36,37,1,0
Project ID21,Validating,KB,36,42,6,0
Project ID15,Validating,RC,18,44,26,1
Project ID22,Validating,RC,37,49,12,1
Project ID16,Validating,KB,19,50,31,0
Project ID23,Validating,KB,42,50,8,1
Project ID27,Validating,KB,50,52,2,1
Project ID24,Validating,RC,44,53,9,1
Project ID15,Recruiting,RC,44,55,11,1
Project ID18,Validating,BZ,33,56,23,0
Project ID17,Validating,BZ,31,66,35,1
Project ID26,Validating,KB,50,69,19,1
Project ID29,Validating,RC,59,75,16,0
Project ID13,Recruiting,BZ,31,80,49,1
Project ID9,Recruiting,BZ,13,84,71,0
Project ID28,Validating,KB,54,85,31,0
Project ID30,Validating,BZ,65,87,22,0
Project ID31,Validating,BZ,72,88,16,1
Project ID25,Validating,RC,49,95,46,0
Project ID32,Validating,KB,78,96,18,1
Project ID32,Recruiting,KB,96,97,1,1
Project ID33,Validating,RC,87,99,12,0
Project ID34,Validating,KB,95,105,10,0
Project ID24,Recruiting,RC,53,109,56,1
Project ID31,Recruiting,BZ,88,110,22,1
Project ID26,Recruiting,KB,69,113,44,1
Project ID15,Building,RC,55,127,72,0
Project ID37,Validating,RC,118,128,10,1
Project ID7,Recruiting,KB,5,132,127,1
Project ID27,Recruiting,KB,52,132,80,1
Project ID36,Validating,BZ,112,132,20,1
Project ID8,Recruiting,RC,17,134,117,1
Project ID11,Recruiting,KB,19,134,115,1
Project ID35,Validating,BZ,103,136,33,0
Project ID39,Validating,RC,135,141,6,0
Project ID22,Recruiting,RC,49,142,93,1
Project ID40,Validating,KB,143,147,4,1
Project ID36,Recruiting,BZ,132,151,19,0
Project ID41,Validating,RC,149,156,7,0
Project ID38,Validating,KB,127,174,47,1
Project ID17,Recruiting,BZ,66,178,112,1
Project ID14,Recruiting,RC,36,179,143,1
Project ID13,Building,BZ,80,189,109,1
Project ID45,Validating,KB,181,190,9,0
Project ID32,Building,KB,97,199,102,1
