ID,Stage,Builder,Start,End,Duration,Outcome
Project ID1,Validating,BZ,0,6,6,1
Project ID2,Validating,KB,0,11,11,1
Project ID3,Validating,RC,0,11,11,1
Project ID4,Validating,BZ,0,13,13,0
Project ID6,Validating,BZ,6,19,13,1
Project ID7,Validating,KB,11,28,17,0
Project ID5,Validating,KB,0,38,38,1
Project ID8,Validating,RC,11,39,28,0
Project ID9,Validating,BZ,13,42,29,1
Project ID10,Validating,BZ,19,45,26,1
Project ID11,Validating,KB,28,49,21,0
Project ID6,Recruiting,BZ,19,50,31,1
Project ID15,Validating,BZ,45,53,8,0
Project ID1,Recruiting,BZ,6,56,50,0
Project ID16,Validating,KB,49,56,7,0
Project ID9,Recruiting,BZ,42,59,17,1
Project ID0,Validating,RC,0,62,62,0
Project ID17,Validating,BZ,53,68,15,1
Project ID20,Validating,BZ,68,72,4,1
Project ID5,Recruiting,KB,38,74,36,1
Project ID12,Validating,KB,38,80,42,0
Project ID19,Validating,RC,62,81,19,0
Project ID21,Validating,BZ,72,82,10,0
Project ID17,Recruiting,BZ,68,85,17,1
Project ID18,Validating,KB,56,86,30,0
Project ID24,Validating,BZ,82,87,5,0
Project ID13,Validating,RC,39,92,53,1
Project ID26,Validating,BZ,87,95,8,0
Project ID22,Validating,KB,80,99,19,0
Project ID14,Validating,BZ,42,101,59,0
Project ID30,Validating,BZ,101,102,1,0
Project ID23,Validating,RC,81,104,23,1
Project ID13,Recruiting,RC,92,104,12,0
Project ID27,Validating,RC,92,111,19,0
Project ID2,Recruiting,KB,11,115,104,1
Project ID31,Validating,BZ,102,116,14,1
Project ID23,Recruiting,RC,104,116,12,1
Project ID25,Validating,KB,86,121,35,0
Project ID3,Recruiting,RC,11,123,112,1
Project ID29,Validating,KB,99,123,24,0
Project ID32,Validating,RC,104,123,19,0
Project ID6,Building,BZ,50,124,74,1
Project ID34,Validating,BZ,116,131,15,0
Project ID9,Building,BZ,59,132,73,0
Project ID37,Validating,RC,123,132,9,1
Project ID39,Validating,RC,132,140,8,1
Project ID36,Validating,KB,123,148,25,0
Project ID10,Recruiting,BZ,45,150,105,1
Project ID40,Validating,RC,140,153,13,0
Project ID39,Recruiting,RC,140,154,14,1
Project ID42,Validating,RC,153,160,7,1
Project ID31,Recruiting,BZ,116,162,46,1
Project ID28,Validating,BZ,95,165,70,0
Project ID35,Validating,KB,121,167,46,0
Project ID37,Recruiting,RC,132,169,37,0
Project ID20,Recruiting,BZ,72,170,98,0
Project ID38,Validating,BZ,131,170,39,1
Project ID43,Validating,RC,160,172,12,0
Project ID5,Building,KB,74,173,99,1
Project ID45,Validating,KB,174,178,4,1
Project ID33,Validating,RC,111,180,69,0
Project ID41,Validating,KB,148,182,34,1
Project ID46,Validating,BZ,180,183,3,0
Project ID41,Recruiting,KB,182,185,3,0
Project ID44,Validating,BZ,168,189,21,0
Project ID2,Building,KB,115,196,81,1
