ID,Stage,Builder,Start,End,Duration,Outcome
Project ID1,Validating,BZ,0,4,4,0
Project ID6,Validating,BZ,4,8,4,1
Project ID0,Validating,RC,0,10,10,0
Project ID3,Validating,RC,0,10,10,0
Project ID7,Validating,BZ,8,11,3,0
Project ID9,Validating,RC,10,16,6,1
Project ID10,Validating,BZ,11,24,13,0
Project ID2,Validating,KB,0,25,25,0
Project ID12,Validating,BZ,24,27,3,0
Project ID8,Validating,RC,10,28,18,1
Project ID14,Validating,BZ,27,30,3,1
Project ID6,Recruiting,BZ,8,31,23,1
Project ID4,Validating,BZ,0,34,34,0
Project ID8,Recruiting,RC,28,34,6,1
Project ID13,Validating,KB,25,38,13,0
Project ID15,Validating,RC,28,41,13,1
Project ID17,Validating,BZ,34,42,8,0
Project ID11,Validating,RC,16,44,28,0
Project ID20,Validating,BZ,42,47,5,0
Project ID16,Validating,BZ,30,48,18,0
Project ID18,Validating,KB,38,51,13,0
Project ID5,Validating,KB,0,52,52,0
Project ID15,Recruiting,RC,41,57,16,1
Project ID25,Validating,KB,52,58,6,1
Project ID26,Validating,KB,58,59,1,0
Project ID19,Validating,RC,41,61,20,0
Project ID28,Validating,RC,61,63,2,0
Project ID23,Validating,BZ,48,64,16,0
Project ID21,Validating,RC,44,69,25,0
Project ID27,Validating,KB,59,70,11,1
Project ID24,Validating,KB,51,75,24,1
Project ID29,Validating,RC,63,75,12,1
Project ID22,Validating,BZ,47,77,30,0
Project ID30,Validating,BZ,68,78,10,1
Project ID31,Validating,RC,77,82,5,1
Project ID25,Recruiting,KB,58,86,28,0
Project ID32,Validating,KB,83,94,11,1
Project ID33,Validating,KB,89,96,7,1
Project ID9,Recruiting,RC,16,97,81,1
Project ID30,Recruiting,BZ,78,97,19,1
Project ID24,Recruiting,KB,75,100,25,1
Project ID34,Validating,RC,98,100,2,0
Project ID6,Building,BZ,31,109,78,1
Project ID33,Recruiting,KB,96,109,13,1
Project ID35,Validating,BZ,103,109,6,0
Project ID31,Recruiting,RC,82,112,30,1
Project ID8,Building,RC,34,113,79,1
Project ID36,Validating,BZ,112,118,6,0
Project ID14,Recruiting,BZ,30,128,98,1
Project ID29,Recruiting,RC,75,137,62,1
Project ID37,Validating,RC,118,138,20,1
Project ID37,Recruiting,RC,138,147,9,1
Project ID41,Validating,BZ,142,149,7,0
Project ID15,Building,RC,57,150,93,1
Project ID40,Validating,RC,136,150,14,0
Project ID42,Validating,BZ,151,164,13,0
Project ID39,Validating,KB,129,168,39,1
Project ID44,Validating,BZ,168,171,3,0
Project ID24,Building,KB,100,172,72,1
Project ID30,Building,BZ,97,183,86,1
