ID,Stage,Builder,Start,End,Duration,Outcome
Project ID4,Validating,BZ,0,1,1,1
Project ID1,Validating,BZ,0,6,6,0
Project ID7,Validating,BZ,6,7,1,0
Project ID8,Validating,BZ,7,12,5,0
Project ID3,Validating,RC,0,16,16,0
Project ID9,Validating,BZ,12,18,6,0
Project ID0,Validating,RC,0,23,23,0
Project ID2,Validating,KB,0,27,27,0
Project ID6,Validating,BZ,1,32,31,0
Project ID5,Validating,KB,0,36,36,1
Project ID15,Validating,KB,36,38,2,0
Project ID14,Validating,BZ,32,41,9,0
Project ID13,Validating,KB,27,44,17,1
Project ID16,Validating,KB,38,44,6,1
Project ID16,Recruiting,KB,44,46,2,1
Project ID11,Validating,BZ,18,47,29,0
Project ID19,Validating,KB,44,51,7,0
Project ID12,Validating,RC,23,57,34,0
Project ID18,Validating,KB,44,57,13,0
Project ID22,Validating,RC,57,58,1,1
Project ID17,Validating,BZ,41,65,24,1
Project ID20,Validating,BZ,47,71,24,0
Project ID25,Validating,BZ,65,71,6,0
Project ID27,Validating,BZ,71,75,4,0
Project ID26,Validating,BZ,71,79,8,0
Project ID28,Validating,BZ,75,80,5,1
Project ID24,Validating,RC,58,85,27,1
Project ID23,Validating,KB,57,86,29,0
Project ID31,Validating,RC,85,94,9,1
Project ID4,Recruiting,BZ,1,96,95,1
Project ID28,Recruiting,BZ,80,96,16,1
Project ID32,Validating,KB,86,100,14,0
Project ID10,Validating,RC,16,101,85,1
Project ID30,Validating,BZ,80,106,26,1
Project ID29,Validating,BZ,79,107,28,1
Project ID24,Recruiting,RC,85,113,28,1
Project ID5,Recruiting,KB,36,114,78,1
Project ID22,Recruiting,RC,58,115,57,0
Project ID13,Recruiting,KB,44,118,74,1
Project ID21,Validating,KB,51,121,70,0
Project ID17,Recruiting,BZ,65,124,59,1
Project ID16,Building,KB,46,126,80,1
Project ID10,Recruiting,RC,101,126,25,0
Project ID35,Validating,RC,110,126,16,1
Project ID33,Validating,RC,94,129,35,1
Project ID33,Recruiting,RC,129,139,10,1
Project ID31,Recruiting,RC,94,144,50,0
Project ID39,Validating,RC,141,145,4,0
Project ID34,Validating,KB,103,154,51,1
Project ID35,Recruiting,RC,126,156,30,1
Project ID36,Validating,BZ,117,157,40,1
Project ID37,Validating,BZ,126,172,46,0
Project ID38,Validating,KB,133,174,41,0
Project ID41,Validating,RC,152,175,23,1
Project ID42,Validating,KB,158,176,18,0
Project ID40,Validating,RC,147,179,32,1
Project ID44,Validating,BZ,172,180,8,0
Project ID45,Validating,KB,176,182,6,1
Project ID36,Recruiting,BZ,157,185,28,1
Project ID24,Building,RC,113,186,73,1
Project ID5,Building,KB,114,189,75,1
