ID,Stage,Builder,Start,End,Duration,Outcome
Project ID1,Validating,BZ,0,3,3,0
Project ID0,Validating,RC,0,11,11,1
Project ID7,Validating,RC,11,14,3,0
Project ID3,Validating,RC,0,15,15,0
Project ID8,Validating,RC,14,26,12,0
Project ID5,Validating,KB,0,27,27,1
Project ID9,Validating,RC,15,30,15,0
Project ID10,Validating,RC,26,30,4,1
Project ID12,Validating,RC,30,37,7,0
Project ID11,Validating,KB,27,38,11,0
Project ID15,Validating,KB,38,39,1,1
Project ID2,Validating,KB,0,42,42,1
Project ID4,Validating,BZ,0,44,44,0
Project ID14,Validating,RC,37,45,8,1
Project ID13,Validating,RC,30,50,20,1
Project ID6,Validating,BZ,3,52,49,0
Project ID16,Validating,KB,39,62,23,0
Project ID10,Recruiting,RC,30,66,36,1
Project ID14,Recruiting,RC,45,67,22,1
Project ID21,Validating,BZ,52,75,23,0
Project ID18,Validating,BZ,44,78,34,0
Project ID22,Validating,KB,62,84,22,1
Project ID15,Recruiting,KB,39,85,46,1
Project ID25,Validating,KB,84,88,4,1
Project ID19,Validating,RC,45,90,45,0
Project ID26,Validating,KB,88,91,3,0
Project ID25,Recruiting,KB,88,93,5,1
Project ID24,Validating,BZ,78,95,17,0
Project ID17,Validating,KB,42,97,55,1
Project ID20,Validating,RC,50,100,50,1
Project ID27,Validating,RC,90,100,10,0
Project ID23,Validating,BZ,75,101,26,1
Project ID2,Recruiting,KB,42,103,61,1
Project ID28,Validating,KB,91,103,12,0
Project ID29,Validating,BZ,95,105,10,0
Project ID31,Validating,RC,100,107,7,1
Project ID34,Validating,KB,103,116,13,0
Project ID30,Validating,KB,97,117,20,0
Project ID35,Validating,BZ,105,118,13,0
Project ID33,Validating,BZ,101,119,18,0
Project ID36,Validating,RC,107,121,14,0
Project ID23,Recruiting,BZ,101,125,24,1
Project ID5,Recruiting,KB,27,127,100,1
Project ID39,Validating,BZ,128,130,2,0
Project ID13,Recruiting,RC,50,133,83,1
Project ID32,Validating,RC,100,138,38,0
Project ID20,Recruiting,RC,100,143,43,1
Project ID41,Validating,RC,141,143,2,1
Project ID0,Recruiting,RC,11,146,135,1
Project ID40,Validating,BZ,135,147,12,0
Project ID37,Validating,KB,116,148,32,0
Project ID17,Recruiting,KB,97,150,53,0
Project ID14,Building,RC,67,153,86,1
Project ID43,Validating,RC,156,166,10,1
Project ID42,Validating,BZ,149,168,19,0
Project ID22,Recruiting,KB,84,169,85,0
Project ID25,Building,KB,93,169,76,1
Project ID41,Recruiting,RC,143,170,27,1
Project ID10,Building,RC,66,172,106,1
Project ID38,Validating,KB,119,177,58,1
Project ID46,Validating,KB,176,180,4,1
Project ID15,Building,KB,85,183,98,1
