ID,Stage,Builder,Start,End,Duration,Outcome
Project ID5,Validating,KB,0,2,2,1
Project ID3,Validating,RC,0,3,3,1
Project ID0,Validating,RC,0,6,6,1
Project ID1,Validating,BZ,0,7,7,1
Project ID4,Validating,BZ,0,8,8,1
Project ID8,Validating,RC,6,9,3,1
Project ID11,Validating,RC,9,10,1,1
Project ID6,Validating,KB,2,11,9,0
Project ID7,Validating,RC,3,14,11,0
Project ID2,Validating,KB,0,15,15,1
Project ID13,Validating,KB,11,16,5,0
Project ID9,Validating,BZ,7,17,10,1
Project ID10,Validating,BZ,8,18,10,0
Project ID4,Recruiting,BZ,8,23,15,1
Project ID16,Validating,KB,16,24,8,0
Project ID15,Validating,KB,15,28,13,0
Project ID18,Validating,BZ,18,29,11,0
Project ID12,Validating,RC,10,31,21,0
Project ID14,Validating,RC,14,33,19,0
Project ID22,Validating,RC,31,35,4,1
Project ID9,Recruiting,BZ,17,36,19,1
Project ID19,Validating,KB,24,39,15,0
Project ID20,Validating,KB,28,40,12,0
Project ID26,Validating,KB,40,43,3,1
Project ID5,Recruiting,KB,2,44,42,1
Project ID27,Validating,KB,45,47,2,1
Project ID11,Recruiting,RC,10,51,41,1
Project ID23,Validating,RC,33,52,19,1
Project ID21,Validating,BZ,29,53,24,0
Project ID0,Recruiting,RC,6,56,50,0
Project ID17,Validating,BZ,17,56,39,0
Project ID26,Recruiting,KB,43,56,13,1
Project ID27,Recruiting,KB,47,59,12,0
Project ID29,Validating,RC,59,70,11,0
Project ID25,Validating,KB,39,71,32,0
Project ID28,Validating,KB,53,73,20,0
Project ID8,Recruiting,RC,9,76,67,1
Project ID1,Recruiting,BZ,7,80,73,1
Project ID30,Validating,BZ,68,80,12,0
Project ID23,Recruiting,RC,52,89,37,0
Project ID22,Recruiting,RC,35,90,55,1
Project ID31,Validating,BZ,77,92,15,0
Project ID24,Validating,RC,35,100,65,0
Project ID32,Validating,RC,84,100,16,0
Project ID34,Validating,KB,99,103,4,1
Project ID4,Building,BZ,23,104,81,1
Project ID35,Validating,BZ,106,107,1,0
Project ID9,Building,BZ,36,108,72,1
Project ID3,Recruiting,RC,3,112,109,1
Project ID36,Validating,BZ,115,118,3,1
Project ID5,Building,KB,44,131,87,0
Project ID2,Recruiting,KB,15,135,120,0
Project ID34,Recruiting,KB,103,138,35,1
Project ID38,Validating,RC,129,143,14,0
Project ID37,Validating,RC,124,144,20,0
Project ID33,Validating,KB,92,149,57,1
Project ID11,Building,RC,51,150,99,1
Project ID40,Validating,BZ,142,152,10,1
Project ID42,Validating,RC,153,159,6,1
Project ID26,Building,KB,56,160,104,0
Project ID41,Validating,BZ,148,162,14,1
Project ID43,Validating,RC,159,166,7,0
Project ID8,Building,RC,76,167,91,0
