ID,Stage,Builder,Start,End,Duration,Outcome
Project ID3,Validating,RC,0,3,3,0
Project ID1,Validating,BZ,0,5,5,0
Project ID0,Validating,RC,0,7,7,0
Project ID8,Validating,RC,7,9,2,0
Project ID2,Validating,KB,0,24,24,0
Project ID9,Validating,RC,9,24,15,0
Project ID4,Validating,BZ,0,25,25,0
Project ID6,Validating,RC,3,26,23,0
Project ID7,Validating,BZ,5,28,23,0
Project ID12,Validating,BZ,25,31,6,0
Project ID11,Validating,RC,24,36,12,1
Project ID5,Validating,KB,0,39,39,0
Project ID16,Validating,RC,36,39,3,0
Project ID13,Validating,RC,26,42,16,1
Project ID10,Validating,KB,24,46,22,0
Project ID18,Validating,RC,39,47,8,0
Project ID19,Validating,RC,42,48,6,0
Project ID15,Validating,BZ,31,57,26,0
Project ID20,Validating,KB,46,57,11,1
Project ID22,Validating,RC,48,58,10,1
Project ID14,Validating,BZ,28,62,34,0
Project ID25,Validating,RC,58,69,11,0
Project ID17,Validating,KB,39,73,34,0
Project ID23,Validating,BZ,57,74,17,0
Project ID28,Validating,KB,73,78,5,0
Project ID29,Validating,BZ,74,80,6,1
Project ID27,Validating,RC,69,83,14,1
Project ID26,Validating,BZ,62,87,25,0
Project ID20,Recruiting,KB,57,92,35,1
Project ID21,Validating,RC,47,93,46,0
Project ID24,Validating,KB,57,94,37,0
Project ID31,Validating,BZ,80,100,20,0
Project ID32,Validating,RC,85,101,16,0
Project ID34,Validating,RC,96,104,8,0
Project ID13,Recruiting,RC,42,108,66,0
Project ID33,Validating,BZ,91,108,17,0
Project ID30,Validating,KB,78,116,38,1
Project ID35,Validating,KB,105,117,12,0
Project ID36,Validating,BZ,112,125,13,1
Project ID29,Recruiting,BZ,80,130,50,1
Project ID37,Validating,RC,121,140,19,0
Project ID11,Recruiting,RC,36,142,106,1
Project ID36,Recruiting,BZ,125,143,18,0
Project ID38,Validating,RC,128,146,18,0
Project ID22,Recruiting,RC,58,148,90,1
Project ID40,Validating,KB,146,148,2,1
Project ID39,Validating,BZ,137,163,26,0
Project ID27,Recruiting,RC,83,167,84,0
Project ID43,Validating,RC,166,168,2,1
Project ID41,Validating,KB,152,171,19,1
Project ID40,Recruiting,KB,148,172,24,1
Project ID43,Recruiting,RC,168,172,4,1
Project ID42,Validating,BZ,159,178,19,1
Project ID30,Recruiting,KB,116,181,65,1
Project ID44,Validating,RC,173,181,8,0
Project ID20,Building,KB,92,188,96,1
