ID,Stage,Builder,Start,End,Duration,Outcome
Project ID5,Validating,KB,0,1,1,1
Project ID1,Validating,BZ,0,4,4,1
Project ID1,Recruiting,BZ,4,7,3,1
Project ID0,Validating,RC,0,8,8,0
Project ID2,Validating,KB,0,11,11,1
Project ID6,Validating,KB,1,13,12,1
Project ID3,Validating,RC,0,16,16,0
Project ID9,Validating,KB,11,22,11,1
Project ID7,Validating,BZ,4,27,23,0
Project ID10,Validating,KB,13,29,16,0
Project ID11,Validating,RC,16,31,15,1
Project ID4,Validating,BZ,0,32,32,0
Project ID14,Validating,KB,29,37,8,0
Project ID12,Validating,KB,22,41,19,1
Project ID15,Validating,RC,31,43,12,1
Project ID8,Validating,RC,8,45,37,0
Project ID13,Validating,BZ,27,45,18,0
Project ID17,Validating,KB,37,46,9,1
Project ID22,Validating,KB,46,47,1,1
Project ID23,Validating,KB,47,48,1,0
Project ID21,Validating,BZ,45,51,6,0
Project ID2,Recruiting,KB,11,52,41,1
Project ID15,Recruiting,RC,43,53,10,1
Project ID24,Validating,KB,48,57,9,0
Project ID25,Validating,BZ,51,59,8,0
Project ID26,Validating,KB,57,59,2,0
Project ID6,Recruiting,KB,13,63,50,1
Project ID18,Validating,KB,41,64,23,0
Project ID29,Validating,KB,64,67,3,1
Project ID19,Validating,RC,43,70,27,1
Project ID16,Validating,BZ,32,85,53,1
Project ID1,Building,BZ,7,90,83,1
Project ID28,Validating,KB,59,94,35,0
Project ID32,Validating,BZ,85,97,12,0
Project ID22,Recruiting,KB,47,99,52,1
Project ID30,Validating,KB,70,99,29,0
Project ID33,Validating,KB,94,102,8,0
Project ID5,Recruiting,KB,1,107,106,1
Project ID12,Recruiting,KB,41,111,70,1
Project ID27,Validating,BZ,59,111,52,0
Project ID31,Validating,RC,77,111,34,1
Project ID35,Validating,KB,103,111,8,0
Project ID29,Recruiting,KB,67,114,47,1
Project ID11,Recruiting,RC,31,119,88,1
Project ID34,Validating,BZ,97,121,24,0
Project ID15,Building,RC,53,124,71,1
Project ID2,Building,KB,52,125,73,1
Project ID37,Validating,BZ,114,125,11,0
Project ID36,Validating,KB,108,126,18,1
Project ID20,Validating,RC,45,135,90,0
Project ID39,Validating,KB,130,135,5,1
Project ID17,Recruiting,KB,46,138,92,1
Project ID19,Recruiting,RC,70,139,69,0
Project ID39,Recruiting,KB,135,144,9,1
Project ID16,Recruiting,BZ,85,154,69,1
Project ID40,Validating,BZ,135,155,20,1
Project ID41,Validating,BZ,144,161,17,0
Project ID42,Validating,KB,151,161,10,0
Project ID6,Building,KB,63,162,99,1
