ID,Stage,Builder,Start,End,Duration,Outcome
Project ID2,Validating,KB,0,1,1,0
Project ID6,Validating,KB,1,9,8,0
Project ID3,Validating,RC,0,10,10,0
Project ID7,Validating,KB,9,14,5,1
Project ID4,Validating,BZ,0,18,18,1
Project ID1,Validating,BZ,0,19,19,1
Project ID9,Validating,KB,14,19,5,0
Project ID11,Validating,BZ,19,20,1,0
Project ID5,Validating,KB,0,22,22,0
Project ID13,Validating,BZ,20,26,6,0
Project ID12,Validating,KB,19,28,9,1
Project ID15,Validating,BZ,26,34,8,0
Project ID17,Validating,BZ,34,38,4,0
Project ID14,Validating,KB,22,40,18,0
Project ID10,Validating,BZ,18,46,28,0
Project ID19,Validating,KB,40,52,12,1
Project ID8,Validating,RC,10,53,43,0
Project ID0,Validating,RC,0,56,56,0
Project ID20,Validating,BZ,46,57,11,1
Project ID21,Validating,KB,52,58,6,0
Project ID24,Validating,BZ,57,58,1,0
Project ID4,Recruiting,BZ,18,60,42,0
Project ID1,Recruiting,BZ,19,60,41,1
Project ID7,Recruiting,KB,14,69,55,1
Project ID19,Recruiting,KB,52,69,17,1
Project ID18,Validating,BZ,38,70,32,0
Project ID23,Validating,RC,56,71,15,0
Project ID16,Validating,KB,28,72,44,1
Project ID26,Validating,BZ,58,72,14,1
Project ID26,Recruiting,BZ,72,73,1,0
Project ID30,Validating,BZ,72,78,6,0
Project ID22,Validating,RC,53,83,30,0
Project ID28,Validating,RC,71,87,16,0
Project ID20,Recruiting,BZ,57,88,31,1
Project ID29,Validating,KB,72,90,18,0
Project ID31,Validating,BZ,80,91,11,0
Project ID32,Validating,RC,86,94,8,0
Project ID33,Validating,RC,95,103,8,0
Project ID27,Validating,BZ,70,105,35,0
Project ID25,Validating,KB,58,108,50,0
Project ID16,Recruiting,KB,72,113,41,1
Project ID35,Validating,BZ,109,116,7,0
Project ID34,Validating,KB,101,117,16,1
Project ID1,Building,BZ,60,136,76,1
Project ID7,Building,KB,69,139,70,1
Project ID12,Recruiting,KB,28,141,113,1
Project ID39,Validating,KB,139,142,3,0
Project ID38,Validating,BZ,131,150,19,0
Project ID36,Validating,RC,118,151,33,0
Project ID37,Validating,RC,125,151,26,0
Project ID19,Building,KB,69,160,91,1
Project ID43,Validating,BZ,160,164,4,0
Project ID41,Validating,KB,149,172,23,1
Project ID40,Validating,BZ,144,173,29,1
Project ID41,Recruiting,KB,172,177,5,1
Project ID46,Validating,BZ,180,181,1,0
Project ID20,Building,BZ,88,189,101,0
