ID,Stage,Builder,Start,End,Duration,Outcome
Project ID4,Validating,BZ,0,1,1,0
Project ID3,Validating,RC,0,2,2,0
Project ID0,Validating,RC,0,9,9,0
Project ID6,Validating,BZ,1,16,15,0
Project ID9,Validating,BZ,16,18,2,0
Project ID8,Validating,RC,9,20,11,0
Project ID2,Validating,KB,0,22,22,0
Project ID11,Validating,RC,20,28,8,1
Project ID11,Recruiting,RC,28,34,6,1
Project ID7,Validating,RC,2,35,33,0
Project ID1,Validating,BZ,0,36,36,0
Project ID5,Validating,KB,0,36,36,0
Project ID13,Validating,RC,28,38,10,1
Project ID16,Validating,KB,36,41,5,0
Project ID17,Validating,RC,38,45,7,0
Project ID18,Validating,KB,41,49,8,0
Project ID14,Validating,RC,35,56,21,0
Project ID19,Validating,RC,45,57,12,0
Project ID20,Validating,KB,49,58,9,0
Project ID23,Validating,KB,58,60,2,0
Project ID10,Validating,BZ,18,65,47,0
Project ID12,Validating,KB,22,66,44,0
Project ID21,Validating,RC,56,67,11,1
Project ID24,Validating,KB,60,73,13,0
Project ID27,Validating,RC,67,75,8,1
Project ID26,Validating,KB,66,77,11,0
Project ID25,Validating,BZ,65,79,14,1
Project ID22,Validating,RC,57,90,33,0
Project ID28,Validating,KB,73,105,32,0
Project ID31,Validating,BZ,83,105,22,0
Project ID13,Recruiting,RC,38,106,68,1
Project ID29,Validating,RC,75,109,34,1
Project ID27,Recruiting,RC,75,115,40,1
Project ID15,Validating,BZ,36,118,82,0
Project ID30,Validating,KB,77,118,41,0
Project ID11,Building,RC,34,123,89,1
Project ID34,Validating,BZ,105,123,18,1
Project ID33,Validating,KB,105,132,27,1
Project ID32,Validating,RC,92,133,41,1
Project ID37,Validating,KB,124,133,9,1
Project ID36,Validating,BZ,118,135,17,0
Project ID21,Recruiting,RC,67,144,77,1
Project ID38,Validating,BZ,131,158,27,0
Project ID37,Recruiting,KB,133,162,29,1
Project ID39,Validating,KB,140,162,22,1
Project ID35,Validating,RC,110,163,53,0
Project ID42,Validating,BZ,158,163,5,1
Project ID41,Validating,KB,153,165,12,1
Project ID42,Recruiting,BZ,163,167,4,0
Project ID25,Recruiting,BZ,79,170,91,1
Project ID40,Validating,RC,146,171,25,1
Project ID44,Validating,KB,171,181,10,1
Project ID13,Building,RC,106,193,87,1
Project ID27,Building,RC,123,194,71,1
