ID,Stage,Builder,Start,End,Duration,Outcome
Project ID2,Validating,KB,0,1,1,0
Project ID5,Validating,KB,0,1,1,1
Project ID1,Validating,BZ,0,3,3,0
Project ID7,Validating,KB,1,4,3,1
Project ID6,Validating,KB,1,7,6,0
Project ID10,Validating,KB,7,12,5,1
Project ID5,Recruiting,KB,1,13,12,1
Project ID3,Validating,RC,0,16,16,1
Project ID0,Validating,RC,0,18,18,0
Project ID10,Recruiting,KB,12,22,10,1
Project ID8,Validating,BZ,3,27,24,0
Project ID14,Validating,BZ,27,28,1,1
Project ID7,Recruiting,KB,4,30,26,1
Project ID13,Validating,RC,18,30,12,0
Project ID4,Validating,BZ,0,31,31,0
Project ID15,Validating,BZ,28,33,5,0
Project ID9,Validating,KB,4,38,34,0
Project ID19,Validating,KB,38,43,5,1
Project ID11,Validating,KB,12,46,34,1
Project ID19,Recruiting,KB,43,48,5,0
Project ID16,Validating,RC,30,53,23,0
Project ID22,Validating,RC,53,61,8,0
Project ID21,Validating,KB,46,63,17,0
Project ID3,Recruiting,RC,16,65,49,1
Project ID18,Validating,BZ,33,65,32,0
Project ID12,Validating,RC,16,67,51,0
Project ID17,Validating,BZ,31,69,38,0
Project ID26,Validating,RC,67,69,2,0
Project ID24,Validating,KB,63,73,10,0
Project ID14,Recruiting,BZ,28,78,50,1
Project ID25,Validating,BZ,65,83,18,0
Project ID11,Recruiting,KB,46,84,38,1
Project ID28,Validating,RC,69,87,18,0
Project ID29,Validating,KB,73,87,14,0
Project ID23,Validating,RC,61,89,28,1
Project ID32,Validating,KB,87,89,2,0
Project ID23,Recruiting,RC,89,90,1,1
Project ID33,Validating,RC,89,90,1,1
Project ID20,Validating,KB,43,91,48,0
Project ID31,Validating,RC,87,91,4,0
Project ID27,Validating,BZ,69,94,25,1
Project ID5,Building,KB,13,96,83,1
Project ID35,Validating,RC,102,107,5,1
Project ID30,Validating,BZ,83,108,25,0
Project ID10,Building,KB,22,109,87,1
Project ID34,Validating,KB,95,111,16,0
Project ID36,Validating,KB,109,115,6,1
Project ID33,Recruiting,RC,90,120,30,1
Project ID35,Recruiting,RC,107,131,24,1
Project ID38,Validating,BZ,123,144,21,0
Project ID3,Building,RC,65,147,82,1
Project ID40,Validating,BZ,140,152,12,1
Project ID27,Recruiting,BZ,94,153,59,0
Project ID37,Validating,RC,117,156,39,0
Project ID42,Validating,KB,155,160,5,0
Project ID14,Building,BZ,78,166,88,1
Project ID44,Validating,BZ,168,177,9,0
Project ID7,Building,KB,96,178,82,1
Project ID39,Validating,RC,132,182,50,0
Project ID41,Validating,KB,147,185,38,0
Project ID46,Validating,KB,183,187,4,0
Project ID43,Validating,BZ,160,189,29,0
Project ID36,Recruiting,KB,115,194,79,0
Project ID45,Validating,RC,176,194,18,1
Project ID40,Recruiting,BZ,152,196,44,1
Project ID23,Building,RC,90,199,109,1
Project ID11,Building,KB,109,199,90,1
