ID,Stage,Builder,Start,End,Duration,Outcome
Project ID5,Validating,KB,0,1,1,0
Project ID4,Validating,BZ,0,2,2,0
Project ID7,Validating,BZ,2,5,3,1
Project ID0,Validating,RC,0,7,7,0
Project ID8,Validating,BZ,5,8,3,0
Project ID3,Validating,RC,0,17,17,1
Project ID1,Validating,BZ,0,21,21,0
Project ID9,Validating,RC,7,22,15,1
Project ID11,Validating,RC,17,29,12,1
Project ID12,Validating,BZ,21,33,12,0
Project ID11,Recruiting,RC,29,36,7,1
Project ID10,Validating,BZ,8,37,29,0
Project ID3,Recruiting,RC,17,38,21,1
Project ID15,Validating,BZ,33,38,5,1
Project ID6,Validating,KB,1,40,39,0
Project ID13,Validating,RC,22,41,19,1
Project ID17,Validating,BZ,38,43,5,1
Project ID20,Validating,BZ,43,47,4,0
Project ID2,Validating,KB,0,48,48,0
Project ID16,Validating,BZ,37,50,13,1
Project ID15,Recruiting,BZ,38,53,15,1
Project ID13,Recruiting,RC,41,55,14,0
Project ID19,Validating,RC,41,55,14,0
Project ID22,Validating,KB,48,55,7,1
Project ID18,Validating,KB,40,57,17,0
Project ID25,Validating,KB,55,57,2,1
Project ID14,Validating,RC,29,58,29,0
Project ID17,Recruiting,BZ,43,60,17,1
Project ID28,Validating,RC,58,60,2,1
Project ID26,Validating,KB,57,61,4,0
Project ID27,Validating,KB,57,66,9,0
Project ID9,Recruiting,RC,22,72,50,1
Project ID21,Validating,BZ,47,80,33,1
Project ID24,Validating,RC,55,82,27,0
Project ID30,Validating,KB,70,85,15,1
Project ID23,Validating,BZ,50,86,36,0
Project ID32,Validating,BZ,83,91,8,1
Project ID29,Validating,RC,62,92,30,1
Project ID34,Validating,KB,93,101,8,0
Project ID33,Validating,RC,88,104,16,1
Project ID31,Validating,KB,77,105,28,0
Project ID25,Recruiting,KB,57,108,51,1
Project ID3,Building,RC,38,109,71,1
Project ID33,Recruiting,RC,104,110,6,1
Project ID36,Validating,BZ,103,117,14,1
Project ID37,Validating,RC,112,117,5,0
Project ID28,Recruiting,RC,60,123,63,1
Project ID29,Recruiting,RC,92,124,32,1
Project ID30,Recruiting,KB,85,126,41,0
Project ID35,Validating,BZ,98,128,30,0
Project ID38,Validating,KB,120,128,8,1
Project ID22,Recruiting,KB,55,130,75,1
Project ID17,Building,BZ,60,131,71,1
Project ID32,Recruiting,BZ,91,131,40,1
Project ID11,Building,RC,36,136,100,1
Project ID39,Validating,RC,126,139,13,1
Project ID41,Validating,BZ,140,144,4,1
Project ID44,Validating,KB,157,158,1,0
Project ID15,Building,BZ,53,159,106,1
Project ID40,Validating,KB,131,161,30,1
Project ID36,Recruiting,BZ,117,164,47,1
Project ID16,Recruiting,BZ,50,169,119,1
Project ID21,Recruiting,BZ,80,175,95,1
Project ID42,Validating,RC,145,179,34,0
Project ID9,Building,RC,109,180,71,1
