ID,Stage,Builder,Start,End,Duration,Outcome
Project ID3,Validating,RC,0,1,1,0
Project ID6,Validating,RC,1,14,13,0
Project ID7,Validating,RC,14,17,3,0
Project ID0,Validating,RC,0,18,18,0
Project ID5,Validating,KB,0,18,18,1
Project ID8,Validating,RC,17,22,5,0
Project ID4,Validating,BZ,0,24,24,0
Project ID2,Validating,KB,0,25,25,0
Project ID10,Validating,KB,18,26,8,0
Project ID9,Validating,RC,18,27,9,0
Project ID12,Validating,BZ,24,27,3,1
Project ID1,Validating,BZ,0,30,30,0
Project ID16,Validating,BZ,27,32,5,1
Project ID11,Validating,RC,22,40,18,0
Project ID15,Validating,RC,27,42,15,0
Project ID16,Recruiting,BZ,32,42,10,1
Project ID13,Validating,KB,25,43,18,0
Project ID20,Validating,RC,42,45,3,0
Project ID18,Validating,BZ,32,48,16,0
Project ID22,Validating,RC,45,48,3,1
Project ID19,Validating,RC,40,49,9,0
Project ID23,Validating,BZ,48,49,1,0
Project ID12,Recruiting,BZ,27,50,23,1
Project ID21,Validating,KB,43,53,10,0
Project ID27,Validating,KB,53,57,4,1
Project ID14,Validating,KB,26,60,34,1
Project ID25,Validating,RC,49,63,14,0
Project ID26,Validating,BZ,49,68,19,0
Project ID24,Validating,RC,48,72,24,0
Project ID28,Validating,KB,58,72,14,0
Project ID17,Validating,BZ,30,78,48,1
Project ID5,Recruiting,KB,18,85,67,1
Project ID29,Validating,KB,67,85,18,1
Project ID22,Recruiting,RC,48,88,40,1
Project ID27,Recruiting,KB,57,92,35,1
Project ID31,Validating,BZ,81,96,15,1
Project ID31,Recruiting,BZ,96,96,0,1
Project ID30,Validating,RC,76,98,22,0
Project ID32,Validating,RC,89,100,11,0
Project ID33,Validating,KB,95,106,11,0
Project ID35,Validating,KB,109,117,8,1
Project ID12,Building,BZ,50,121,71,1
Project ID29,Recruiting,KB,85,121,36,1
Project ID16,Building,BZ,42,122,80,1
Project ID14,Recruiting,KB,60,131,71,1
Project ID38,Validating,RC,133,135,2,0
Project ID34,Validating,BZ,104,143,39,1
Project ID36,Validating,BZ,117,155,38,0
Project ID41,Validating,RC,152,158,6,0
Project ID37,Validating,RC,126,162,36,1
Project ID40,Validating,KB,146,165,19,0
Project ID39,Validating,KB,141,169,28,1
Project ID34,Recruiting,BZ,143,171,28,1
Project ID35,Recruiting,KB,117,175,58,1
Project ID43,Validating,BZ,164,175,11,1
Project ID27,Building,KB,92,176,84,0
Project ID5,Building,KB,85,182,97,1
Project ID17,Recruiting,BZ,78,183,105,1
Project ID45,Validating,RC,179,191,12,0
Project ID31,Building,BZ,121,192,71,1
Project ID42,Validating,BZ,158,192,34,0
Project ID46,Validating,KB,188,192,4,0
Project ID22,Building,RC,88,194,106,1
