ID,Stage,Builder,Start,End,Duration,Outcome
Project ID5,Validating,KB,0,1,1,1
Project ID6,Validating,KB,1,2,1,1
Project ID7,Validating,KB,2,3,1,0
Project ID4,Validating,BZ,0,7,7,0
Project ID1,Validating,BZ,0,8,8,0
Project ID0,Validating,RC,0,12,12,0
Project ID11,Validating,RC,12,13,1,0
Project ID12,Validating,RC,13,14,1,0
Project ID8,Validating,KB,3,20,17,0
Project ID9,Validating,BZ,7,20,13,0
Project ID3,Validating,RC,0,21,21,0
Project ID15,Validating,BZ,20,26,6,0
Project ID10,Validating,BZ,8,32,24,1
Project ID13,Validating,RC,14,36,22,0
Project ID2,Validating,KB,0,44,44,1
Project ID16,Validating,RC,21,47,26,0
Project ID10,Recruiting,BZ,32,47,15,0
Project ID20,Validating,KB,44,47,3,1
Project ID21,Validating,RC,47,49,2,1
Project ID19,Validating,RC,36,54,18,0
Project ID18,Validating,BZ,32,57,25,1
Project ID23,Validating,RC,49,57,8,0
Project ID14,Validating,KB,20,58,38,1
Project ID22,Validating,KB,47,61,14,0
Project ID25,Validating,BZ,57,61,4,0
Project ID5,Recruiting,KB,1,63,62,1
Project ID27,Validating,KB,58,64,6,0
Project ID29,Validating,BZ,61,65,4,0
Project ID17,Validating,BZ,26,68,42,0
Project ID6,Recruiting,KB,2,70,68,0
Project ID20,Recruiting,KB,47,73,26,1
Project ID30,Validating,KB,66,79,13,1
Project ID24,Validating,RC,54,80,26,0
Project ID18,Recruiting,BZ,57,82,25,1
Project ID26,Validating,RC,57,82,25,0
Project ID21,Recruiting,RC,49,84,35,1
Project ID32,Validating,BZ,78,85,7,1
Project ID14,Recruiting,KB,58,88,30,0
Project ID28,Validating,KB,61,88,27,0
Project ID33,Validating,KB,85,89,4,0
Project ID31,Validating,BZ,72,91,19,1
Project ID30,Recruiting,KB,79,97,18,1
Project ID31,Recruiting,BZ,91,98,7,0
Project ID34,Validating,RC,90,109,19,1
Project ID35,Validating,RC,96,110,14,0
Project ID37,Validating,KB,114,126,12,0
Project ID36,Validating,BZ,105,127,22,0
Project ID32,Recruiting,BZ,85,129,44,1
Project ID34,Recruiting,RC,109,132,23,1
Project ID5,Building,KB,63,136,73,1
Project ID39,Validating,BZ,132,142,10,0
Project ID38,Validating,KB,123,143,20,0
Project ID20,Building,KB,73,144,71,1
Project ID41,Validating,RC,144,145,1,0
Project ID18,Building,BZ,82,158,76,1
Project ID42,Validating,KB,151,160,9,0
Project ID43,Validating,BZ,157,161,4,0
Project ID2,Recruiting,KB,44,170,126,1
Project ID44,Validating,BZ,166,179,13,0
Project ID21,Building,RC,84,192,108,1
