ID,Stage,Builder,Start,End,Duration,Outcome
Project ID5,Validating,KB,0,1,1,0
Project ID3,Validating,RC,0,11,11,1
Project ID1,Validating,BZ,0,13,13,0
Project ID4,Validating,BZ,0,16,16,1
Project ID6,Validating,KB,1,16,15,0
Project ID8,Validating,BZ,13,20,7,1
Project ID0,Validating,RC,0,26,26,0
Project ID10,Validating,KB,16,26,10,0
Project ID11,Validating,BZ,20,32,12,1
Project ID2,Validating,KB,0,33,33,1
Project ID12,Validating,RC,26,34,8,0
Project ID7,Validating,RC,11,37,26,0
Project ID9,Validating,BZ,16,37,21,0
Project ID14,Validating,BZ,32,41,9,0
Project ID15,Validating,KB,33,41,8,0
Project ID11,Recruiting,BZ,32,43,11,1
Project ID13,Validating,KB,26,44,18,1
Project ID16,Validating,RC,34,44,10,1
Project ID3,Recruiting,RC,11,49,38,1
Project ID19,Validating,BZ,41,50,9,1
Project ID21,Validating,KB,44,54,10,0
Project ID22,Validating,RC,44,55,11,1
Project ID2,Recruiting,KB,33,56,23,1
Project ID19,Recruiting,BZ,50,56,6,1
Project ID17,Validating,RC,37,66,29,0
Project ID18,Validating,BZ,37,68,31,0
Project ID16,Recruiting,RC,44,69,25,0
Project ID25,Validating,RC,55,71,16,0
Project ID26,Validating,RC,66,71,5,1
Project ID23,Validating,BZ,50,72,22,0
Project ID27,Validating,BZ,68,85,17,1
Project ID13,Recruiting,KB,44,91,47,1
Project ID24,Validating,KB,54,95,41,0
Project ID32,Validating,KB,95,96,1,1
Project ID20,Validating,KB,41,100,59,1
Project ID26,Recruiting,RC,71,102,31,0
Project ID33,Validating,KB,96,103,7,1
Project ID29,Validating,RC,71,108,37,0
Project ID34,Validating,KB,100,110,10,0
Project ID20,Recruiting,KB,100,112,12,1
Project ID31,Validating,BZ,85,113,28,1
Project ID28,Validating,RC,71,114,43,1
Project ID30,Validating,BZ,72,115,43,0
Project ID35,Validating,KB,103,118,15,1
Project ID33,Recruiting,KB,103,120,17,1
Project ID27,Recruiting,BZ,85,121,36,1
Project ID28,Recruiting,RC,114,122,8,1
Project ID36,Validating,RC,108,124,16,1
Project ID37,Validating,KB,110,124,14,0
Project ID19,Building,BZ,56,127,71,1
Project ID38,Validating,BZ,118,130,12,0
Project ID8,Recruiting,BZ,20,133,113,1
Project ID2,Building,KB,56,136,80,1
Project ID4,Recruiting,BZ,16,137,121,1
Project ID11,Building,BZ,43,139,96,1
Project ID3,Building,RC,49,139,90,1
