ID,Stage,Builder,Start,End,Duration,Outcome
Project ID0,Validating,RC,0,1,1,0
Project ID1,Validating,BZ,0,3,3,0
Project ID2,Validating,KB,0,6,6,0
Project ID3,Validating,RC,0,10,10,1
Project ID4,Validating,BZ,0,23,23,0
Project ID9,Validating,RC,10,31,21,1
Project ID8,Validating,KB,6,32,26,0
Project ID3,Recruiting,RC,10,37,27,1
Project ID10,Validating,BZ,23,39,16,0
Project ID13,Validating,BZ,39,42,3,0
Project ID11,Validating,RC,31,44,13,1
Project ID15,Validating,RC,44,46,2,0
Project ID11,Recruiting,RC,44,49,5,1
Project ID16,Validating,RC,46,51,5,0
Project ID17,Validating,RC,51,52,1,0
Project ID5,Validating,KB,0,58,58,0
Project ID18,Validating,RC,52,59,7,0
Project ID6,Validating,RC,1,66,65,0
Project ID19,Validating,KB,58,67,9,1
Project ID14,Validating,BZ,42,69,27,0
Project ID22,Validating,KB,67,69,2,0
Project ID7,Validating,BZ,3,79,76,1
Project ID20,Validating,RC,59,81,22,0
Project ID9,Recruiting,RC,31,88,57,1
Project ID12,Validating,KB,32,90,58,1
Project ID25,Validating,BZ,79,90,11,0
Project ID28,Validating,BZ,90,92,2,0
Project ID21,Validating,RC,66,93,27,0
Project ID24,Validating,KB,69,98,29,1
Project ID30,Validating,RC,93,100,7,0
Project ID31,Validating,KB,98,101,3,0
Project ID29,Validating,BZ,92,102,10,1
Project ID12,Recruiting,KB,90,103,13,1
Project ID33,Validating,KB,101,103,2,0
Project ID24,Recruiting,KB,98,108,10,0
Project ID23,Validating,BZ,69,113,44,0
Project ID34,Validating,BZ,102,113,11,1
Project ID26,Validating,RC,81,115,34,1
Project ID19,Recruiting,KB,67,122,55,1
Project ID7,Recruiting,BZ,79,123,44,1
Project ID3,Building,RC,37,125,88,1
Project ID35,Validating,KB,103,125,22,1
Project ID36,Validating,BZ,113,126,13,0
Project ID29,Recruiting,BZ,102,129,27,1
Project ID38,Validating,RC,124,129,5,0
Project ID32,Validating,RC,100,131,31,1
Project ID39,Validating,KB,129,131,2,1
Project ID27,Validating,KB,90,134,44,0
Project ID34,Recruiting,BZ,113,135,22,1
Project ID11,Building,RC,49,138,89,1
