ID,Stage,Builder,Start,End,Duration,Outcome
Project ID0,Validating,RC,0,3,3,0
Project ID1,Validating,BZ,0,3,3,0
Project ID4,Validating,BZ,0,7,7,0
Project ID5,Validating,KB,0,9,9,0
Project ID2,Validating,KB,0,11,11,0
Project ID3,Validating,RC,0,17,17,1
Project ID9,Validating,KB,9,17,8,1
Project ID6,Validating,RC,3,20,17,0
Project ID7,Validating,BZ,3,21,18,0
Project ID10,Validating,KB,11,21,10,1
Project ID10,Recruiting,KB,21,21,0,0
Project ID8,Validating,BZ,7,24,17,1
Project ID11,Validating,RC,17,25,8,0
Project ID12,Validating,KB,17,26,9,1
Project ID14,Validating,BZ,21,30,9,0
Project ID3,Recruiting,RC,17,32,15,0
Project ID15,Validating,KB,21,34,13,1
Project ID16,Validating,BZ,24,34,10,0
Project ID20,Validating,KB,34,40,6,1
Project ID13,Validating,RC,20,44,24,0
Project ID8,Recruiting,BZ,24,44,20,1
Project ID21,Validating,BZ,34,44,10,1
Project ID22,Validating,KB,40,44,4,0
Project ID23,Validating,RC,44,45,1,1
Project ID25,Validating,KB,44,47,3,0
Project ID15,Recruiting,KB,34,49,15,0
Project ID26,Validating,RC,45,54,9,1
Project ID19,Validating,BZ,30,57,27,0
Project ID23,Recruiting,RC,45,59,14,1
Project ID17,Validating,RC,25,60,35,0
Project ID18,Validating,KB,26,60,34,0
Project ID29,Validating,BZ,57,60,3,0
Project ID9,Recruiting,KB,17,68,51,1
Project ID30,Validating,RC,63,70,7,1
Project ID26,Recruiting,RC,54,78,24,0
Project ID31,Validating,KB,69,78,9,1
Project ID32,Validating,BZ,74,84,10,0
Project ID30,Recruiting,RC,70,86,16,1
Project ID21,Recruiting,BZ,44,89,45,1
Project ID27,Validating,KB,47,90,43,1
Project ID33,Validating,RC,82,90,8,1
Project ID24,Validating,BZ,44,93,49,0
Project ID20,Recruiting,KB,40,104,64,0
Project ID28,Validating,RC,54,105,51,1
Project ID27,Recruiting,KB,90,106,16,1
Project ID35,Validating,BZ,100,107,7,0
Project ID31,Recruiting,KB,78,119,41,0
Project ID36,Validating,KB,107,122,15,1
Project ID34,Validating,KB,91,123,32,1
Project ID37,Validating,RC,113,128,15,0
Project ID36,Recruiting,KB,122,128,6,1
Project ID12,Recruiting,KB,26,130,104,1
Project ID38,Validating,BZ,118,131,13,1
Project ID39,Validating,RC,123,134,11,0
Project ID41,Validating,KB,137,139,2,0
Project ID8,Building,BZ,44,141,97,1
Project ID23,Building,RC,59,149,90,0
Project ID42,Validating,KB,145,156,11,0
Project ID40,Validating,BZ,130,162,32,0
Project ID43,Validating,RC,154,167,13,1
Project ID44,Validating,BZ,163,171,8,0
Project ID28,Recruiting,RC,105,173,68,1
Project ID9,Building,KB,68,175,107,1
Project ID30,Building,RC,86,175,89,1
Project ID33,Recruiting,RC,90,186,96,1
Project ID45,Validating,RC,172,186,14,0
Project ID21,Building,BZ,89,187,98,1
