ID,Stage,Builder,Start,End,Duration,Outcome
Project ID5,Validating,KB,0,1,1,1
Project ID3,Validating,RC,0,2,2,0
Project ID0,Validating,RC,0,3,3,0
Project ID5,Recruiting,KB,1,7,6,1
Project ID2,Validating,KB,0,9,9,1
Project ID4,Validating,BZ,0,16,16,0
Project ID9,Validating,KB,9,17,8,0
Project ID8,Validating,RC,3,21,18,0
Project ID7,Validating,RC,2,23,21,0
Project ID2,Recruiting,KB,9,31,22,1
Project ID10,Validating,BZ,16,34,18,1
Project ID13,Validating,RC,23,34,11,0
Project ID12,Validating,RC,21,36,15,1
Project ID6,Validating,KB,1,38,37,0
Project ID14,Validating,BZ,34,39,5,1
Project ID11,Validating,KB,17,43,26,0
Project ID16,Validating,RC,36,44,8,1
Project ID1,Validating,BZ,0,56,56,0
Project ID17,Validating,KB,38,57,19,0
Project ID22,Validating,KB,57,60,3,1
Project ID19,Validating,KB,43,62,19,0
Project ID15,Validating,RC,34,69,35,1
Project ID20,Validating,RC,44,70,26,0
Project ID21,Validating,BZ,56,71,15,0
Project ID18,Validating,BZ,39,78,39,0
Project ID28,Validating,BZ,78,79,1,1
Project ID24,Validating,KB,62,81,19,1
Project ID25,Validating,RC,69,81,12,1
Project ID23,Validating,KB,60,82,22,0
Project ID14,Recruiting,BZ,39,83,44,1
Project ID16,Recruiting,RC,44,87,43,1
Project ID22,Recruiting,KB,60,89,29,1
Project ID32,Validating,KB,82,91,9,1
Project ID30,Validating,KB,81,93,12,1
Project ID29,Validating,BZ,79,94,15,0
Project ID10,Recruiting,BZ,34,96,62,1
Project ID27,Validating,BZ,71,96,25,1
Project ID28,Recruiting,BZ,79,96,17,0
Project ID35,Validating,BZ,97,99,2,0
Project ID2,Building,KB,31,104,73,1
Project ID26,Validating,RC,70,104,34,0
Project ID5,Building,KB,7,111,104,1
Project ID30,Recruiting,KB,93,111,18,0
Project ID25,Recruiting,RC,81,114,33,1
Project ID31,Validating,RC,81,115,34,1
Project ID36,Validating,BZ,105,116,11,1
Project ID34,Validating,KB,93,120,27,0
Project ID33,Validating,KB,91,129,38,1
Project ID38,Validating,RC,123,129,6,0
Project ID37,Validating,BZ,114,138,24,0
Project ID39,Validating,RC,129,139,10,1
Project ID12,Recruiting,RC,36,140,104,1
Project ID31,Recruiting,RC,115,141,26,1
Project ID40,Validating,BZ,134,143,9,1
Project ID36,Recruiting,BZ,116,148,32,1
Project ID41,Validating,KB,142,149,7,0
Project ID32,Recruiting,KB,91,153,62,1
Project ID42,Validating,KB,147,162,15,1
Project ID42,Recruiting,KB,162,164,2,1
Project ID43,Validating,RC,153,165,12,1
Project ID33,Recruiting,KB,129,166,37,1
Project ID16,Building,RC,87,169,82,1
Project ID43,Recruiting,RC,165,171,6,1
Project ID45,Validating,RC,163,174,11,0
Project ID46,Validating,BZ,168,177,9,0
Project ID15,Recruiting,RC,69,181,112,1
Project ID10,Building,BZ,96,183,87,1
Project ID14,Building,BZ,83,185,102,1
Project ID40,Recruiting,BZ,143,187,44,1
Project ID48,Validating,KB,180,187,7,1
Project ID22,Building,KB,104,191,87,0
