ID,Stage,Builder,Start,End,Duration,Outcome
Project ID1,Validating,BZ,0,6,6,1
Project ID0,Validating,RC,0,8,8,1
Project ID4,Validating,BZ,0,9,9,0
Project ID0,Recruiting,RC,8,13,5,1
Project ID2,Validating,KB,0,20,20,1
Project ID6,Validating,BZ,6,20,14,0
Project ID5,Validating,KB,0,21,21,0
Project ID1,Recruiting,BZ,6,28,22,1
Project ID2,Recruiting,KB,20,28,8,1
Project ID3,Validating,RC,0,36,36,1
Project ID7,Validating,RC,8,37,29,0
Project ID10,Validating,BZ,20,37,17,0
Project ID8,Validating,BZ,9,43,34,1
Project ID11,Validating,KB,21,45,24,1
Project ID15,Validating,BZ,43,59,16,0
Project ID9,Validating,KB,20,60,40,1
Project ID14,Validating,BZ,37,60,23,0
Project ID18,Validating,KB,60,61,1,0
Project ID16,Validating,KB,45,63,18,0
Project ID21,Validating,KB,63,72,9,0
Project ID19,Validating,BZ,60,73,13,1
Project ID3,Recruiting,RC,36,74,38,0
Project ID13,Validating,RC,37,78,41,0
Project ID23,Validating,BZ,73,78,5,0
Project ID25,Validating,BZ,78,85,7,1
Project ID17,Validating,BZ,59,86,27,0
Project ID8,Recruiting,BZ,43,88,45,1
Project ID20,Validating,KB,61,90,29,0
Project ID24,Validating,RC,78,90,12,0
Project ID9,Recruiting,KB,60,93,33,1
Project ID26,Validating,BZ,85,96,11,0
Project ID22,Validating,KB,72,107,35,0
Project ID27,Validating,BZ,86,108,22,0
Project ID1,Building,BZ,28,109,81,1
Project ID12,Validating,RC,36,115,79,0
Project ID2,Building,KB,28,116,88,1
Project ID30,Validating,BZ,96,120,24,0
Project ID0,Building,RC,13,121,108,1
Project ID29,Validating,RC,90,124,34,0
Project ID31,Validating,KB,107,125,18,1
Project ID34,Validating,BZ,120,127,7,1
Project ID33,Validating,RC,115,130,15,0
Project ID37,Validating,BZ,127,133,6,1
Project ID38,Validating,RC,130,135,5,1
Project ID32,Validating,BZ,108,138,30,0
Project ID39,Validating,BZ,133,142,9,0
Project ID42,Validating,BZ,142,143,1,1
Project ID41,Validating,BZ,138,144,6,0
Project ID36,Validating,KB,125,146,21,0
Project ID19,Recruiting,BZ,73,149,76,1
Project ID28,Validating,KB,90,149,59,0
Project ID34,Recruiting,BZ,127,150,23,0
Project ID40,Validating,RC,135,157,22,1
Project ID11,Recruiting,KB,45,159,114,1
Project ID42,Recruiting,BZ,143,160,17,1
Project ID38,Recruiting,RC,135,162,27,1
Project ID37,Recruiting,BZ,133,167,34,1
Project ID31,Recruiting,KB,125,168,43,1
Project ID8,Building,BZ,88,175,87,1
