ID,Stage,Builder,Start,End,Duration,Outcome
Project ID2,Validating,KB,0,4,4,0
Project ID0,Validating,RC,0,8,8,1
Project ID1,Validating,BZ,0,21,21,1
Project ID3,Validating,RC,0,23,23,0
Project ID4,Validating,BZ,0,23,23,1
Project ID5,Validating,KB,0,26,26,0
Project ID6,Validating,KB,4,29,25,1
Project ID10,Validating,BZ,23,31,8,1
Project ID6,Recruiting,KB,29,34,5,1
Project ID7,Validating,RC,8,35,27,0
Project ID9,Validating,RC,23,35,12,0
Project ID12,Validating,KB,29,38,9,1
Project ID13,Validating,BZ,31,49,18,1
Project ID11,Validating,KB,26,55,29,0
Project ID15,Validating,RC,35,58,23,0
Project ID17,Validating,BZ,49,59,10,1
Project ID0,Recruiting,RC,8,60,52,1
Project ID10,Recruiting,BZ,31,62,31,0
Project ID16,Validating,KB,38,62,24,1
Project ID18,Validating,KB,55,63,8,1
Project ID17,Recruiting,BZ,59,64,5,1
Project ID21,Validating,KB,62,70,8,1
Project ID18,Recruiting,KB,63,78,15,0
Project ID14,Validating,RC,35,84,49,0
Project ID4,Recruiting,BZ,23,89,66,1
Project ID19,Validating,RC,58,92,34,0
Project ID23,Validating,KB,70,93,23,0
Project ID25,Validating,RC,92,96,4,1
Project ID8,Validating,BZ,21,99,78,0
Project ID20,Validating,BZ,59,99,40,0
Project ID22,Validating,KB,63,99,36,0
Project ID29,Validating,BZ,99,100,1,1
Project ID26,Validating,KB,93,103,10,1
Project ID16,Recruiting,KB,62,109,47,1
Project ID32,Validating,KB,103,110,7,1
Project ID1,Recruiting,BZ,21,111,90,1
Project ID6,Building,KB,34,111,77,1
Project ID28,Validating,BZ,99,112,13,0
Project ID21,Recruiting,KB,70,116,46,0
Project ID31,Validating,BZ,100,116,16,1
Project ID13,Recruiting,BZ,49,117,68,1
Project ID27,Validating,RC,96,125,29,0
Project ID12,Recruiting,KB,38,126,88,0
Project ID26,Recruiting,KB,103,128,25,1
Project ID35,Validating,BZ,116,129,13,1
Project ID30,Validating,KB,99,132,33,1
Project ID34,Validating,BZ,112,132,20,0
Project ID36,Validating,RC,125,135,10,1
Project ID29,Recruiting,BZ,100,137,37,1
Project ID31,Recruiting,BZ,116,142,26,1
Project ID33,Validating,KB,110,144,34,1
Project ID0,Building,RC,60,148,88,1
Project ID37,Validating,BZ,129,149,20,0
Project ID30,Recruiting,KB,132,150,18,0
Project ID42,Validating,BZ,149,157,8,0
Project ID38,Validating,KB,132,159,27,0
Project ID17,Building,BZ,64,161,97,1
Project ID39,Validating,BZ,132,163,31,1
Project ID24,Validating,RC,84,168,84,0
Project ID39,Recruiting,BZ,163,169,6,0
Project ID40,Validating,RC,135,173,38,1
Project ID44,Validating,KB,159,176,17,0
Project ID47,Validating,RC,178,179,1,0
Project ID45,Validating,BZ,163,181,18,0
Project ID33,Recruiting,KB,144,189,45,1
Project ID41,Validating,KB,144,191,47,0
Project ID4,Building,BZ,89,192,103,1
