ID,Stage,Builder,Start,End,Duration,Outcome
Project ID1,Validating,BZ,0,3,3,0
Project ID3,Validating,RC,0,26,26,0
Project ID2,Validating,KB,0,33,33,0
Project ID8,Validating,KB,33,34,1,0
Project ID4,Validating,BZ,0,48,48,0
Project ID0,Validating,RC,0,49,49,0
Project ID7,Validating,RC,26,50,24,0
Project ID6,Validating,BZ,3,52,49,1
Project ID12,Validating,RC,50,52,2,0
Project ID6,Recruiting,BZ,52,53,1,1
Project ID5,Validating,KB,0,56,56,0
Project ID14,Validating,RC,52,61,9,1
Project ID11,Validating,RC,49,62,13,1
Project ID9,Validating,KB,34,63,29,0
Project ID18,Validating,KB,63,65,2,0
Project ID19,Validating,KB,65,66,1,0
Project ID16,Validating,RC,61,67,6,0
Project ID20,Validating,KB,66,69,3,0
Project ID15,Validating,KB,56,71,15,1
Project ID17,Validating,RC,62,71,9,0
Project ID10,Validating,BZ,48,72,24,1
Project ID13,Validating,BZ,52,72,20,0
Project ID21,Validating,RC,67,75,8,0
Project ID26,Validating,BZ,72,76,4,0
Project ID27,Validating,RC,75,76,1,0
Project ID28,Validating,BZ,76,79,3,0
Project ID24,Validating,RC,71,83,12,1
Project ID30,Validating,BZ,79,86,7,0
Project ID29,Validating,RC,76,88,12,0
Project ID24,Recruiting,RC,83,89,6,1
Project ID22,Validating,KB,69,91,22,1
Project ID23,Validating,KB,71,95,24,0
Project ID32,Validating,BZ,86,97,11,1
Project ID34,Validating,KB,97,99,2,1
Project ID25,Validating,BZ,72,100,28,0
Project ID31,Validating,RC,83,107,24,0
Project ID33,Validating,RC,89,107,18,0
Project ID35,Validating,KB,106,117,11,1
Project ID35,Recruiting,KB,117,122,5,1
Project ID36,Validating,BZ,111,126,15,0
Project ID34,Recruiting,KB,99,131,32,0
Project ID22,Recruiting,KB,91,133,42,1
Project ID38,Validating,BZ,127,137,10,0
Project ID6,Building,BZ,53,138,85,1
Project ID15,Recruiting,KB,71,138,67,1
Project ID14,Recruiting,RC,61,139,78,1
Project ID11,Recruiting,RC,62,144,82,1
Project ID39,Validating,RC,134,146,12,1
Project ID10,Recruiting,BZ,72,155,83,1
Project ID37,Validating,KB,119,165,46,0
Project ID42,Validating,BZ,154,167,13,0
Project ID44,Validating,RC,169,170,1,1
Project ID24,Building,RC,89,171,82,1
