ID,Stage,Builder,Start,End,Duration,Outcome
Project ID1,Validating,BZ,0,3,3,1
Project ID6,Validating,BZ,3,13,10,0
Project ID4,Validating,BZ,0,20,20,1
Project ID5,Validating,KB,0,22,22,0
Project ID0,Validating,RC,0,24,24,0
Project ID2,Validating,KB,0,25,25,0
Project ID3,Validating,RC,0,28,28,1
Project ID7,Validating,BZ,13,30,17,1
Project ID10,Validating,RC,24,31,7,0
Project ID8,Validating,BZ,20,36,16,0
Project ID11,Validating,KB,25,37,12,0
Project ID13,Validating,BZ,30,40,10,0
Project ID15,Validating,BZ,36,40,4,1
Project ID9,Validating,KB,22,41,19,0
Project ID7,Recruiting,BZ,30,41,11,1
Project ID17,Validating,BZ,40,48,8,0
Project ID12,Validating,RC,28,49,21,0
Project ID14,Validating,RC,31,49,18,0
Project ID18,Validating,BZ,40,51,11,0
Project ID23,Validating,BZ,51,52,1,0
Project ID24,Validating,BZ,52,58,6,1
Project ID20,Validating,BZ,48,59,11,1
Project ID24,Recruiting,BZ,58,62,4,1
Project ID1,Recruiting,BZ,3,63,60,0
Project ID19,Validating,KB,41,64,23,0
Project ID16,Validating,KB,37,65,28,0
Project ID22,Validating,RC,49,65,16,0
Project ID26,Validating,BZ,59,65,6,1
Project ID27,Validating,KB,64,71,7,0
Project ID3,Recruiting,RC,28,77,49,1
Project ID28,Validating,KB,65,78,13,1
Project ID21,Validating,RC,49,81,32,0
Project ID31,Validating,KB,80,81,1,1
Project ID4,Recruiting,BZ,20,82,62,1
Project ID29,Validating,RC,69,91,22,0
Project ID25,Validating,BZ,58,93,35,0
Project ID30,Validating,BZ,75,93,18,0
Project ID20,Recruiting,BZ,59,96,37,1
Project ID26,Recruiting,BZ,65,96,31,1
Project ID33,Validating,RC,97,104,7,1
Project ID15,Recruiting,BZ,40,108,68,1
Project ID31,Recruiting,KB,81,108,27,1
Project ID34,Validating,KB,106,108,2,1
Project ID35,Validating,RC,113,130,17,0
Project ID32,Validating,KB,88,134,46,0
Project ID38,Validating,RC,138,139,1,1
Project ID24,Building,BZ,62,142,80,1
Project ID7,Building,BZ,41,148,107,1
Project ID37,Validating,BZ,130,150,20,1
Project ID37,Recruiting,BZ,150,152,2,1
Project ID34,Recruiting,KB,108,155,47,1
Project ID36,Validating,BZ,122,157,35,1
Project ID33,Recruiting,RC,104,158,54,1
Project ID41,Validating,KB,160,161,1,0
Project ID42,Validating,RC,168,169,1,0
Project ID40,Validating,RC,153,171,18,0
Project ID39,Validating,KB,147,175,28,0
Project ID43,Validating,BZ,175,181,6,0
Project ID3,Building,RC,77,184,107,0
Project ID31,Building,KB,108,195,87,1
