ID,Stage,Builder,Start,End,Duration,Outcome
Project ID2,Validating,KB,0,16,16,1
Project ID5,Validating,KB,0,17,17,1
Project ID4,Validating,BZ,0,22,22,0
Project ID1,Validating,BZ,0,23,23,1
Project ID7,Validating,KB,17,28,11,0
Project ID0,Validating,RC,0,29,29,1
Project ID3,Validating,RC,0,34,34,0
Project ID11,Validating,RC,29,34,5,0
Project ID10,Validating,KB,28,36,8,1
Project ID5,Recruiting,KB,17,39,22,1
Project ID13,Validating,RC,34,43,9,0
Project ID6,Validating,KB,16,51,35,0
Project ID12,Validating,RC,34,54,20,1
Project ID8,Validating,BZ,22,55,33,0
Project ID14,Validating,KB,36,55,19,1
Project ID9,Validating,BZ,23,56,33,1
Project ID19,Validating,KB,55,57,2,0
Project ID18,Validating,BZ,55,67,12,1
Project ID17,Validating,RC,54,69,15,1
Project ID2,Recruiting,KB,16,70,54,0
Project ID23,Validating,RC,69,70,1,0
Project ID9,Recruiting,BZ,56,74,18,1
Project ID22,Validating,BZ,67,74,7,0
Project ID24,Validating,RC,70,77,7,0
Project ID26,Validating,RC,77,78,1,0
Project ID16,Validating,KB,51,81,30,0
Project ID14,Recruiting,KB,55,81,26,1
Project ID1,Recruiting,BZ,23,82,59,1
Project ID21,Validating,KB,57,83,26,1
Project ID25,Validating,BZ,74,85,11,0
Project ID17,Recruiting,RC,69,86,17,1
Project ID0,Recruiting,RC,29,90,61,1
Project ID18,Recruiting,BZ,67,100,33,1
Project ID20,Validating,BZ,56,101,45,1
Project ID28,Validating,KB,81,102,21,1
Project ID31,Validating,BZ,101,102,1,0
Project ID30,Validating,BZ,85,103,18,1
Project ID28,Recruiting,KB,102,103,1,1
Project ID15,Validating,RC,43,106,63,0
Project ID21,Recruiting,KB,83,107,24,1
Project ID27,Validating,RC,78,109,31,1
Project ID29,Validating,KB,83,112,29,0
Project ID35,Validating,RC,111,112,1,0
Project ID12,Recruiting,RC,54,114,60,0
Project ID20,Recruiting,BZ,101,114,13,1
Project ID5,Building,KB,39,115,76,1
Project ID34,Validating,BZ,104,117,13,0
Project ID33,Validating,BZ,102,120,18,1
Project ID37,Validating,KB,121,124,3,0
Project ID30,Recruiting,BZ,103,131,28,1
Project ID38,Validating,RC,130,131,1,1
Project ID32,Validating,KB,102,132,30,0
Project ID36,Validating,RC,116,141,25,0
Project ID39,Validating,BZ,135,146,11,0
Project ID42,Validating,RC,152,155,3,0
Project ID41,Validating,KB,146,157,11,0
Project ID40,Validating,BZ,140,158,18,0
Project ID43,Validating,KB,157,163,6,0
Project ID27,Recruiting,RC,109,164,55,1
Project ID9,Building,BZ,74,166,92,1
Project ID44,Validating,RC,163,172,9,0
Project ID1,Building,BZ,82,176,94,1
Project ID17,Building,RC,86,182,96,1
Project ID14,Building,KB,81,183,102,1
Project ID0,Building,RC,90,185,95,1
