ID,Stage,Builder,Start,End,Duration,Outcome
Project ID2,Validating,KB,0,3,3,0
Project ID6,Validating,KB,3,4,1,0
Project ID7,Validating,KB,4,13,9,0
Project ID1,Validating,BZ,0,15,15,0
Project ID4,Validating,BZ,0,15,15,1
Project ID4,Recruiting,BZ,15,18,3,1
Project ID3,Validating,RC,0,24,24,1
Project ID9,Validating,BZ,15,24,9,0
Project ID12,Validating,BZ,24,25,1,0
Project ID13,Validating,BZ,25,37,12,0
Project ID0,Validating,RC,0,41,41,0
Project ID11,Validating,RC,24,41,17,0
Project ID8,Validating,KB,13,45,32,1
Project ID5,Validating,KB,0,46,46,0
Project ID16,Validating,RC,41,48,7,0
Project ID14,Validating,BZ,37,49,12,0
Project ID15,Validating,RC,41,50,9,0
Project ID20,Validating,BZ,49,50,1,1
Project ID19,Validating,RC,48,51,3,0
Project ID17,Validating,KB,45,53,8,1
Project ID18,Validating,KB,46,54,8,0
Project ID10,Validating,BZ,15,57,42,0
Project ID21,Validating,RC,50,62,12,1
Project ID23,Validating,RC,51,62,11,0
Project ID22,Validating,BZ,50,63,13,0
Project ID25,Validating,KB,54,65,11,1
Project ID26,Validating,BZ,57,69,12,0
Project ID21,Recruiting,RC,62,70,8,1
Project ID29,Validating,BZ,63,70,7,0
Project ID27,Validating,RC,62,72,10,0
Project ID8,Recruiting,KB,45,73,28,0
Project ID30,Validating,KB,68,74,6,1
Project ID24,Validating,KB,53,85,32,0
Project ID28,Validating,RC,62,92,30,1
Project ID33,Validating,RC,90,92,2,0
Project ID25,Recruiting,KB,65,99,34,1
Project ID31,Validating,BZ,73,100,27,0
Project ID32,Validating,BZ,82,103,21,0
Project ID3,Recruiting,RC,24,105,81,1
Project ID4,Building,BZ,18,110,92,1
Project ID35,Validating,KB,105,120,15,0
Project ID36,Validating,RC,110,132,22,1
Project ID39,Validating,BZ,127,134,7,0
Project ID37,Validating,RC,115,136,21,1
Project ID17,Recruiting,KB,53,137,84,1
Project ID34,Validating,KB,97,138,41,1
Project ID38,Validating,BZ,120,139,19,0
Project ID40,Validating,KB,133,151,18,1
Project ID28,Recruiting,RC,92,156,64,1
Project ID30,Recruiting,KB,74,168,94,1
Project ID21,Building,RC,70,169,99,1
Project ID44,Validating,KB,169,170,1,1
Project ID43,Validating,RC,160,172,12,0
Project ID42,Validating,BZ,151,179,28,0
Project ID41,Validating,RC,142,186,44,0
Project ID3,Building,RC,105,193,88,1
Project ID25,Building,KB,99,195,96,1
