ID,Stage,Builder,Start,End,Duration,Outcome
Project ID3,Validating,RC,0,10,10,1
Project ID5,Validating,KB,0,12,12,0
Project ID7,Validating,KB,12,13,1,0
Project ID8,Validating,KB,13,20,7,0
Project ID0,Validating,RC,0,21,21,0
Project ID3,Recruiting,RC,10,23,13,0
Project ID9,Validating,KB,20,24,4,1
Project ID4,Validating,BZ,0,25,25,0
Project ID12,Validating,BZ,25,26,1,0
Project ID1,Validating,BZ,0,31,31,0
Project ID6,Validating,RC,10,31,21,0
Project ID11,Validating,KB,24,35,11,0
Project ID13,Validating,BZ,26,36,10,1
Project ID9,Recruiting,KB,24,39,15,1
Project ID10,Validating,RC,21,40,19,0
Project ID2,Validating,KB,0,43,43,1
Project ID16,Validating,KB,35,47,12,0
Project ID20,Validating,KB,47,48,1,0
Project ID19,Validating,KB,43,49,6,0
Project ID22,Validating,KB,49,50,1,0
Project ID2,Recruiting,KB,43,53,10,1
Project ID21,Validating,KB,48,53,5,0
Project ID14,Validating,BZ,31,56,25,1
Project ID15,Validating,RC,31,62,31,0
Project ID25,Validating,BZ,56,62,6,0
Project ID18,Validating,RC,40,64,24,0
Project ID17,Validating,BZ,36,66,30,1
Project ID27,Validating,BZ,62,69,7,0
Project ID28,Validating,RC,64,77,13,1
Project ID17,Recruiting,BZ,66,79,13,0
Project ID29,Validating,BZ,66,79,13,0
Project ID32,Validating,BZ,84,85,1,0
Project ID23,Validating,KB,50,86,36,0
Project ID24,Validating,KB,53,88,35,0
Project ID26,Validating,RC,62,88,26,0
Project ID31,Validating,RC,77,88,11,0
Project ID33,Validating,BZ,89,91,2,1
Project ID13,Recruiting,BZ,36,105,69,1
Project ID35,Validating,KB,103,105,2,0
Project ID36,Validating,RC,109,114,5,1
Project ID34,Validating,KB,98,117,19,0
Project ID30,Validating,BZ,69,126,57,0
Project ID9,Building,KB,39,130,91,1
Project ID33,Recruiting,BZ,91,134,43,1
Project ID41,Validating,KB,142,144,2,1
Project ID38,Validating,BZ,124,146,22,1
Project ID37,Validating,RC,115,150,35,0
Project ID2,Building,KB,53,158,105,0
Project ID28,Recruiting,RC,77,159,82,1
Project ID39,Validating,KB,129,160,31,0
Project ID14,Recruiting,BZ,56,161,105,1
Project ID43,Validating,KB,157,163,6,0
Project ID42,Validating,BZ,150,166,16,1
Project ID36,Recruiting,RC,114,171,57,1
Project ID40,Validating,RC,137,174,37,0
Project ID38,Recruiting,BZ,146,182,36,0
Project ID44,Validating,BZ,164,184,20,0
Project ID46,Validating,KB,176,186,10,1
Project ID45,Validating,RC,171,187,16,0
Project ID13,Building,BZ,105,195,90,1
