ID,Stage,Builder,Start,End,Duration,Outcome
Project ID1,Validating,BZ,0,2,2,0
Project ID5,Validating,KB,0,2,2,0
Project ID7,Validating,KB,2,8,6,1
Project ID2,Validating,KB,0,12,12,0
Project ID0,Validating,RC,0,13,13,0
Project ID10,Validating,RC,13,15,2,1
Project ID4,Validating,BZ,0,17,17,0
Project ID12,Validating,BZ,17,28,11,0
Project ID6,Validating,BZ,2,29,27,0
Project ID8,Validating,KB,8,31,23,1
Project ID9,Validating,KB,12,33,21,1
Project ID13,Validating,BZ,28,33,5,0
Project ID17,Validating,BZ,33,38,5,1
Project ID3,Validating,RC,0,40,40,0
Project ID16,Validating,KB,33,44,11,0
Project ID20,Validating,KB,44,46,2,0
Project ID21,Validating,KB,46,56,10,0
Project ID18,Validating,BZ,38,61,23,1
Project ID14,Validating,BZ,29,63,34,0
Project ID17,Recruiting,BZ,38,64,26,1
Project ID24,Validating,BZ,63,65,2,0
Project ID9,Recruiting,KB,33,68,35,0
Project ID19,Validating,RC,40,70,30,1
Project ID10,Recruiting,RC,15,71,56,1
Project ID11,Validating,RC,15,71,56,0
Project ID22,Validating,KB,56,81,25,0
Project ID25,Validating,BZ,65,85,20,1
Project ID26,Validating,RC,70,88,18,0
Project ID19,Recruiting,RC,70,90,20,1
Project ID29,Validating,BZ,85,93,8,1
Project ID18,Recruiting,BZ,61,100,39,1
Project ID15,Validating,KB,31,101,70,0
Project ID30,Validating,RC,88,103,15,0
Project ID31,Validating,BZ,93,107,14,1
Project ID28,Validating,KB,81,109,28,0
Project ID23,Validating,BZ,61,113,52,1
Project ID35,Validating,KB,109,114,5,0
Project ID7,Recruiting,KB,8,115,107,1
Project ID32,Validating,KB,101,116,15,0
Project ID8,Recruiting,KB,31,119,88,1
Project ID33,Validating,RC,103,119,16,0
Project ID27,Validating,RC,71,120,49,0
Project ID36,Validating,BZ,113,122,9,0
Project ID34,Validating,BZ,107,131,24,1
Project ID31,Recruiting,BZ,107,132,25,1
Project ID37,Validating,KB,119,132,13,1
Project ID38,Validating,KB,127,135,8,0
Project ID23,Recruiting,BZ,113,141,28,0
Project ID39,Validating,RC,135,144,9,1
Project ID40,Validating,RC,140,145,5,0
Project ID25,Recruiting,BZ,85,151,66,1
Project ID17,Building,BZ,64,152,88,1
Project ID34,Recruiting,BZ,131,152,21,0
Project ID37,Recruiting,KB,132,155,23,0
Project ID10,Building,RC,71,159,88,1
Project ID41,Validating,BZ,148,161,13,0
Project ID42,Validating,BZ,156,165,9,0
Project ID39,Recruiting,RC,144,166,22,1
Project ID44,Validating,KB,166,167,1,0
Project ID19,Building,RC,90,176,86,1
