ID,Stage,Builder,Start,End,Duration,Outcome
Project ID3,Validating,RC,0,9,9,0
Project ID1,Validating,BZ,0,10,10,1
Project ID2,Validating,KB,0,14,14,0
Project ID7,Validating,BZ,10,15,5,1
Project ID6,Validating,RC,9,21,12,0
Project ID8,Validating,KB,14,26,12,1
Project ID4,Validating,BZ,0,27,27,0
Project ID10,Validating,RC,21,31,10,0
Project ID13,Validating,RC,31,32,1,1
Project ID12,Validating,BZ,27,33,6,1
Project ID14,Validating,RC,32,37,5,1
Project ID15,Validating,BZ,33,43,10,0
Project ID5,Validating,KB,0,44,44,0
Project ID11,Validating,KB,26,44,18,0
Project ID14,Recruiting,RC,37,44,7,0
Project ID18,Validating,KB,44,53,9,1
Project ID0,Validating,RC,0,54,54,1
Project ID17,Validating,BZ,43,59,16,0
Project ID21,Validating,RC,54,59,5,1
Project ID9,Validating,BZ,15,61,46,0
Project ID1,Recruiting,BZ,10,66,56,0
Project ID12,Recruiting,BZ,33,67,34,1
Project ID23,Validating,RC,59,67,8,1
Project ID16,Validating,RC,37,74,37,0
Project ID19,Validating,KB,44,74,30,0
Project ID24,Validating,BZ,61,75,14,0
Project ID22,Validating,BZ,59,78,19,1
Project ID20,Validating,KB,53,79,26,0
Project ID7,Recruiting,BZ,15,80,65,1
Project ID18,Recruiting,KB,53,81,28,1
Project ID25,Validating,RC,67,83,16,1
Project ID28,Validating,BZ,75,83,8,0
Project ID27,Validating,KB,74,85,11,0
Project ID31,Validating,RC,84,85,1,0
Project ID29,Validating,BZ,78,87,9,0
Project ID30,Validating,KB,79,87,8,0
Project ID13,Recruiting,RC,32,89,57,1
Project ID21,Recruiting,RC,59,100,41,0
Project ID33,Validating,KB,96,101,5,1
Project ID26,Validating,RC,74,102,28,0
Project ID34,Validating,RC,101,106,5,0
Project ID33,Recruiting,KB,101,114,13,1
Project ID0,Recruiting,RC,54,116,62,1
Project ID37,Validating,KB,123,128,5,0
Project ID36,Validating,KB,117,130,13,0
Project ID32,Validating,BZ,90,139,49,1
Project ID39,Validating,RC,135,142,7,1
Project ID8,Recruiting,KB,26,143,117,1
Project ID35,Validating,BZ,110,146,36,1
Project ID38,Validating,RC,129,146,17,0
Project ID22,Recruiting,BZ,78,148,70,0
Project ID12,Building,BZ,67,152,85,1
Project ID25,Recruiting,RC,83,162,79,1
Project ID43,Validating,RC,162,163,1,0
Project ID40,Validating,KB,141,169,28,0
Project ID44,Validating,BZ,168,169,1,1
Project ID7,Building,BZ,80,174,94,1
Project ID13,Building,RC,89,174,85,1
Project ID23,Recruiting,RC,67,175,108,0
Project ID18,Building,KB,81,178,97,1
