ID,Stage,Builder,Start,End,Duration,Outcome
Project ID4,Validating,BZ,0,1,1,1
Project ID3,Validating,RC,0,6,6,1
Project ID5,Validating,KB,0,6,6,0
Project ID6,Validating,BZ,1,20,19,1
Project ID1,Validating,BZ,0,21,21,1
Project ID2,Validating,KB,0,22,22,1
Project ID7,Validating,RC,6,22,16,1
Project ID10,Validating,BZ,21,22,1,0
Project ID0,Validating,RC,0,27,27,1
Project ID12,Validating,RC,22,28,6,1
Project ID3,Recruiting,RC,6,29,23,1
Project ID9,Validating,BZ,20,31,11,0
Project ID11,Validating,KB,22,31,9,1
Project ID14,Validating,RC,27,31,4,0
Project ID13,Validating,BZ,22,34,12,1
Project ID8,Validating,KB,6,40,34,0
Project ID2,Recruiting,KB,22,45,23,1
Project ID17,Validating,KB,31,46,15,0
Project ID20,Validating,KB,40,49,9,0
Project ID16,Validating,BZ,31,50,19,0
Project ID18,Validating,RC,31,50,19,1
Project ID22,Validating,KB,49,50,1,0
Project ID23,Validating,BZ,50,51,1,0
Project ID7,Recruiting,RC,22,52,30,1
Project ID15,Validating,RC,28,52,24,0
Project ID19,Validating,BZ,34,53,19,0
Project ID26,Validating,BZ,51,56,5,1
Project ID0,Recruiting,RC,27,57,30,1
Project ID12,Recruiting,RC,28,57,29,1
Project ID21,Validating,KB,46,59,13,0
Project ID1,Recruiting,BZ,21,63,42,1
Project ID29,Validating,BZ,61,67,6,1
Project ID18,Recruiting,RC,50,71,21,1
Project ID30,Validating,KB,66,71,5,0
Project ID28,Validating,BZ,53,72,19,0
Project ID13,Recruiting,BZ,34,78,44,1
Project ID32,Validating,KB,82,88,6,1
Project ID31,Validating,BZ,75,93,18,1
Project ID25,Validating,KB,50,95,45,0
Project ID32,Recruiting,KB,88,100,12,0
Project ID31,Recruiting,BZ,93,102,9,1
Project ID24,Validating,RC,50,106,56,1
Project ID35,Validating,BZ,106,107,1,1
Project ID3,Building,RC,29,108,79,1
Project ID26,Recruiting,BZ,56,111,55,1
Project ID29,Recruiting,BZ,67,111,44,1
Project ID27,Validating,RC,52,114,62,1
Project ID34,Validating,KB,100,117,17,0
Project ID6,Recruiting,BZ,20,118,98,1
Project ID27,Recruiting,RC,114,125,11,0
Project ID7,Building,RC,52,131,79,1
Project ID24,Recruiting,RC,106,131,25,1
Project ID38,Validating,BZ,128,133,5,1
Project ID33,Validating,BZ,91,136,45,0
Project ID37,Validating,RC,119,136,17,0
Project ID2,Building,KB,45,140,95,1
Project ID39,Validating,RC,137,146,9,0
Project ID11,Recruiting,KB,31,152,121,1
Project ID4,Recruiting,BZ,1,154,153,0
Project ID13,Building,BZ,78,162,84,1
Project ID1,Building,BZ,63,167,104,1
Project ID43,Validating,RC,159,169,10,1
Project ID35,Recruiting,BZ,107,172,65,1
Project ID36,Validating,KB,114,172,58,0
Project ID45,Validating,RC,173,176,3,0
Project ID0,Building,RC,108,180,72,1
