ID,Stage,Builder,Start,End,Duration,Outcome
Project ID3,Validating,RC,0,4,4,1
Project ID6,Validating,RC,4,9,5,0
Project ID1,Validating,BZ,0,17,17,0
Project ID2,Validating,KB,0,20,20,0
Project ID3,Recruiting,RC,4,21,17,1
Project ID4,Validating,BZ,0,27,27,1
Project ID10,Validating,BZ,27,30,3,0
Project ID9,Validating,KB,20,39,19,0
Project ID0,Validating,RC,0,41,41,0
Project ID5,Validating,KB,0,44,44,0
Project ID12,Validating,KB,39,45,6,0
Project ID11,Validating,BZ,30,47,17,1
Project ID7,Validating,RC,9,55,46,1
Project ID8,Validating,BZ,17,58,41,1
Project ID16,Validating,BZ,47,58,11,0
Project ID4,Recruiting,BZ,27,59,32,1
Project ID15,Validating,KB,45,62,17,1
Project ID17,Validating,RC,55,65,10,0
Project ID19,Validating,BZ,58,71,13,0
Project ID22,Validating,BZ,71,72,1,0
Project ID18,Validating,BZ,58,73,15,0
Project ID14,Validating,KB,44,74,30,1
Project ID13,Validating,RC,41,76,35,0
Project ID20,Validating,KB,62,77,15,0
Project ID23,Validating,BZ,72,81,9,1
Project ID28,Validating,BZ,81,84,3,0
Project ID24,Validating,BZ,73,87,14,0
Project ID21,Validating,RC,65,96,31,0
Project ID27,Validating,KB,77,98,21,0
Project ID31,Validating,RC,96,99,3,1
Project ID32,Validating,KB,98,105,7,1
Project ID7,Recruiting,RC,55,106,51,1
Project ID25,Validating,KB,74,106,32,1
Project ID11,Recruiting,BZ,47,108,61,1
Project ID33,Validating,RC,99,108,9,0
Project ID34,Validating,KB,105,108,3,0
Project ID30,Validating,BZ,87,118,31,1
Project ID14,Recruiting,KB,74,119,45,1
Project ID26,Validating,RC,76,120,44,1
Project ID3,Building,RC,21,124,103,0
Project ID29,Validating,BZ,84,127,43,1
Project ID8,Recruiting,BZ,58,132,74,1
Project ID36,Validating,RC,108,133,25,0
Project ID15,Recruiting,KB,62,134,72,1
Project ID32,Recruiting,KB,105,135,30,1
Project ID39,Validating,RC,131,137,6,0
Project ID40,Validating,BZ,140,141,1,0
Project ID35,Validating,KB,106,142,36,0
Project ID4,Building,BZ,59,143,84,1
Project ID31,Recruiting,RC,99,143,44,1
Project ID37,Validating,KB,117,149,32,1
Project ID29,Recruiting,BZ,127,150,23,1
Project ID25,Recruiting,KB,106,151,45,1
Project ID38,Validating,BZ,124,152,28,1
Project ID42,Validating,RC,153,154,1,0
Project ID41,Validating,RC,148,163,15,0
Project ID23,Recruiting,BZ,81,167,86,1
Project ID30,Recruiting,BZ,118,173,55,1
Project ID37,Recruiting,KB,149,177,28,1
Project ID45,Validating,KB,180,183,3,0
Project ID11,Building,BZ,108,188,80,1
Project ID38,Recruiting,BZ,152,188,36,1
Project ID26,Recruiting,RC,120,189,69,1
Project ID44,Validating,KB,171,190,19,0
Project ID43,Validating,BZ,162,193,31,1
Project ID7,Building,RC,106,199,93,1
