ID,Stage,Builder,Start,End,Duration,Outcome
Project ID4,Validating,BZ,0,2,2,0
Project ID2,Validating,KB,0,3,3,1
Project ID6,Validating,BZ,2,3,1,1
Project ID7,Validating,KB,3,7,4,1
Project ID9,Validating,KB,7,11,4,0
Project ID3,Validating,RC,0,13,13,0
Project ID8,Validating,BZ,3,14,11,0
Project ID12,Validating,BZ,14,20,6,0
Project ID5,Validating,KB,0,22,22,0
Project ID13,Validating,BZ,20,24,4,1
Project ID0,Validating,RC,0,26,26,0
Project ID15,Validating,BZ,24,31,7,0
Project ID16,Validating,RC,26,34,8,0
Project ID17,Validating,BZ,31,34,3,1
Project ID10,Validating,KB,11,35,24,0
Project ID18,Validating,RC,34,35,1,0
Project ID11,Validating,RC,13,40,27,1
Project ID1,Validating,BZ,0,41,41,0
Project ID19,Validating,BZ,34,43,9,1
Project ID20,Validating,KB,35,47,12,0
Project ID24,Validating,BZ,43,47,4,0
Project ID14,Validating,KB,22,48,26,0
Project ID26,Validating,BZ,47,48,1,0
Project ID22,Validating,RC,40,49,9,1
Project ID19,Recruiting,BZ,43,49,6,1
Project ID27,Validating,KB,48,49,1,0
Project ID7,Recruiting,KB,7,57,50,1
Project ID29,Validating,RC,56,57,1,1
Project ID28,Validating,BZ,51,58,7,1
Project ID28,Recruiting,BZ,58,61,3,1
Project ID25,Validating,KB,47,62,15,0
Project ID21,Validating,RC,35,66,31,1
Project ID29,Recruiting,RC,57,66,9,1
Project ID30,Validating,KB,61,67,6,1
Project ID21,Recruiting,RC,66,83,17,1
Project ID32,Validating,BZ,78,84,6,1
Project ID30,Recruiting,KB,67,87,20,1
Project ID2,Recruiting,KB,3,88,85,0
Project ID33,Validating,KB,83,89,6,0
Project ID31,Validating,RC,69,90,21,0
Project ID32,Recruiting,BZ,84,94,10,0
Project ID23,Validating,BZ,41,108,67,0
Project ID13,Recruiting,BZ,24,115,91,1
Project ID35,Validating,KB,97,115,18,0
Project ID36,Validating,BZ,105,117,12,0
Project ID37,Validating,KB,112,119,7,1
Project ID6,Recruiting,BZ,3,122,119,1
Project ID34,Validating,RC,92,128,36,0
Project ID22,Recruiting,RC,49,134,85,0
Project ID17,Recruiting,BZ,34,139,105,1
Project ID38,Validating,RC,121,140,19,1
Project ID7,Building,KB,57,144,87,0
Project ID37,Recruiting,KB,119,146,27,1
Project ID41,Validating,BZ,145,149,4,0
Project ID42,Validating,KB,152,153,1,1
Project ID40,Validating,KB,136,155,19,0
Project ID19,Building,BZ,49,156,107,1
Project ID28,Building,BZ,61,158,97,1
Project ID11,Recruiting,RC,40,161,121,1
Project ID39,Validating,BZ,128,162,34,0
Project ID38,Recruiting,RC,140,165,25,0
Project ID29,Building,RC,66,166,100,1
Project ID43,Validating,RC,160,170,10,1
Project ID44,Validating,RC,166,174,8,0
Project ID30,Building,KB,87,177,90,1
Project ID45,Validating,BZ,175,181,6,0
Project ID42,Recruiting,KB,153,183,30,1
Project ID21,Building,RC,83,192,109,1
