ID,Stage,Builder,Start,End,Duration,Outcome
Project ID1,Validating,BZ,0,11,11,1
Project ID3,Validating,RC,0,11,11,0
Project ID4,Validating,BZ,0,20,20,0
Project ID5,Validating,KB,0,21,21,1
Project ID0,Validating,RC,0,30,30,1
Project ID8,Validating,BZ,20,31,11,0
Project ID7,Validating,RC,11,33,22,0
Project ID11,Validating,BZ,31,39,8,1
Project ID13,Validating,BZ,39,41,2,1
Project ID12,Validating,RC,33,48,15,0
Project ID6,Validating,BZ,11,52,41,0
Project ID9,Validating,KB,21,54,33,0
Project ID17,Validating,KB,54,55,1,0
Project ID2,Validating,KB,0,60,60,1
Project ID10,Validating,RC,30,62,32,0
Project ID13,Recruiting,BZ,41,64,23,1
Project ID19,Validating,KB,60,64,4,0
Project ID16,Validating,BZ,52,68,16,0
Project ID14,Validating,BZ,41,73,32,0
Project ID23,Validating,BZ,73,74,1,0
Project ID18,Validating,KB,55,76,21,0
Project ID21,Validating,KB,64,77,13,0
Project ID25,Validating,KB,76,84,8,0
Project ID26,Validating,KB,77,93,16,0
Project ID28,Validating,KB,93,94,1,1
Project ID0,Recruiting,RC,30,97,67,1
Project ID20,Validating,RC,62,101,39,0
Project ID27,Validating,KB,84,106,22,0
Project ID22,Validating,BZ,68,109,41,1
Project ID24,Validating,BZ,74,113,39,0
Project ID15,Validating,RC,48,117,69,1
Project ID29,Validating,KB,94,117,23,0
Project ID33,Validating,BZ,113,118,5,0
Project ID31,Validating,KB,106,120,14,1
Project ID30,Validating,RC,101,123,22,0
Project ID5,Recruiting,KB,21,131,110,1
Project ID34,Validating,RC,117,131,14,1
Project ID37,Validating,KB,131,132,1,0
Project ID1,Recruiting,BZ,11,137,126,1
Project ID32,Validating,BZ,109,142,33,0
Project ID35,Validating,KB,117,143,26,0
Project ID13,Building,BZ,64,146,82,1
