ID,Stage,Builder,Start,End,Duration,Outcome
Project ID0,Validating,RC,0,1,1,0
Project ID5,Validating,KB,0,1,1,1
Project ID3,Validating,RC,0,2,2,0
Project ID4,Validating,BZ,0,3,3,0
Project ID7,Validating,KB,1,7,6,0
Project ID8,Validating,RC,2,11,9,1
Project ID10,Validating,KB,7,13,6,1
Project ID9,Validating,BZ,3,14,11,0
Project ID11,Validating,RC,11,19,8,0
Project ID2,Validating,KB,0,22,22,1
Project ID15,Validating,KB,22,23,1,1
Project ID13,Validating,BZ,14,24,10,0
Project ID12,Validating,KB,13,29,16,0
Project ID2,Recruiting,KB,22,29,7,1
Project ID6,Validating,RC,1,30,29,0
Project ID16,Validating,KB,23,34,11,0
Project ID20,Validating,KB,34,35,1,0
Project ID19,Validating,RC,30,40,10,0
Project ID17,Validating,BZ,24,42,18,1
Project ID5,Recruiting,KB,1,47,46,1
Project ID8,Recruiting,RC,11,48,37,1
Project ID14,Validating,RC,19,48,29,0
Project ID10,Recruiting,KB,13,49,36,1
Project ID1,Validating,BZ,0,52,52,1
Project ID18,Validating,KB,29,56,27,0
Project ID15,Recruiting,KB,23,57,34,1
Project ID17,Recruiting,BZ,42,57,15,1
Project ID21,Validating,KB,35,58,23,0
Project ID23,Validating,BZ,42,64,22,1
Project ID24,Validating,RC,48,64,16,1
Project ID22,Validating,RC,40,65,25,0
Project ID28,Validating,BZ,64,65,1,1
Project ID26,Validating,KB,56,73,17,1
Project ID25,Validating,BZ,52,75,23,1
Project ID23,Recruiting,BZ,64,75,11,1
Project ID31,Validating,BZ,86,89,3,1
Project ID27,Validating,KB,58,93,35,1
Project ID29,Validating,RC,71,94,23,1
Project ID31,Recruiting,BZ,89,99,10,1
Project ID2,Building,KB,29,100,71,1
Project ID24,Recruiting,RC,64,104,40,1
Project ID30,Validating,RC,80,105,25,0
Project ID33,Validating,BZ,101,115,14,1
Project ID32,Validating,KB,94,118,24,0
Project ID27,Recruiting,KB,93,120,27,1
Project ID36,Validating,RC,119,127,8,0
Project ID28,Recruiting,BZ,65,134,69,0
Project ID33,Recruiting,BZ,115,136,21,1
Project ID38,Validating,BZ,137,138,1,1
Project ID34,Validating,BZ,106,145,39,0
Project ID23,Building,BZ,75,147,72,1
Project ID8,Building,RC,48,148,100,1
Project ID37,Validating,RC,128,148,20,1
Project ID26,Recruiting,KB,73,150,77,0
Project ID5,Building,KB,47,156,109,1
Project ID38,Recruiting,BZ,138,156,18,0
Project ID40,Validating,RC,155,159,4,1
Project ID17,Building,BZ,57,163,106,1
Project ID29,Recruiting,RC,94,164,70,1
Project ID41,Validating,BZ,164,170,6,0
Project ID35,Validating,KB,114,177,63,0
Project ID40,Recruiting,RC,159,179,20,0
Project ID39,Validating,KB,146,181,35,1
Project ID43,Validating,RC,175,182,7,1
Project ID10,Building,KB,100,183,83,1
Project ID44,Validating,RC,183,188,5,0
Project ID1,Recruiting,BZ,52,191,139,1
Project ID39,Recruiting,KB,181,192,11,1
Project ID24,Building,RC,104,194,90,1
