ID,Stage,Builder,Start,End,Duration,Outcome
Project ID1,Validating,BZ,0,1,1,1
Project ID2,Validating,KB,0,5,5,1
Project ID3,Validating,RC,0,6,6,1
Project ID8,Validating,RC,6,7,1,0
Project ID0,Validating,RC,0,13,13,0
Project ID7,Validating,KB,5,15,10,0
Project ID10,Validating,RC,13,18,5,0
Project ID11,Validating,KB,15,18,3,1
Project ID13,Validating,KB,18,19,1,1
Project ID4,Validating,BZ,0,20,20,0
Project ID9,Validating,RC,7,21,14,0
Project ID14,Validating,KB,19,32,13,1
Project ID16,Validating,RC,21,40,19,0
Project ID17,Validating,KB,32,40,8,1
Project ID15,Validating,BZ,20,41,21,0
Project ID19,Validating,KB,40,41,1,1
Project ID14,Recruiting,KB,32,42,10,1
Project ID1,Recruiting,BZ,1,44,43,1
Project ID3,Recruiting,RC,6,46,40,1
Project ID12,Validating,RC,18,46,28,0
Project ID21,Validating,KB,41,46,5,0
Project ID5,Validating,KB,0,47,47,0
Project ID22,Validating,RC,46,47,1,0
Project ID23,Validating,KB,46,48,2,0
Project ID18,Validating,RC,40,52,12,0
Project ID27,Validating,RC,53,54,1,1
Project ID2,Recruiting,KB,5,56,51,1
Project ID24,Validating,KB,47,56,9,0
Project ID6,Validating,BZ,1,59,58,0
Project ID26,Validating,KB,48,63,15,0
Project ID27,Recruiting,RC,54,65,11,1
Project ID28,Validating,RC,62,65,3,1
Project ID25,Validating,RC,47,69,22,1
Project ID17,Recruiting,KB,40,75,35,1
Project ID13,Recruiting,KB,19,77,58,0
Project ID29,Validating,KB,67,77,10,0
Project ID31,Validating,KB,77,79,2,1
Project ID30,Validating,BZ,72,82,10,0
Project ID20,Validating,BZ,41,85,44,0
Project ID11,Recruiting,KB,18,90,72,1
Project ID35,Validating,KB,111,112,1,0
Project ID33,Validating,RC,93,114,21,0
Project ID32,Validating,RC,86,115,29,0
Project ID34,Validating,KB,102,118,16,1
Project ID28,Recruiting,RC,65,126,61,1
Project ID36,Validating,BZ,118,130,12,1
Project ID14,Building,KB,42,131,89,1
Project ID3,Building,RC,46,132,86,1
Project ID31,Recruiting,KB,79,133,54,1
Project ID36,Recruiting,BZ,130,138,8,1
Project ID27,Building,RC,65,139,74,1
Project ID1,Building,BZ,44,145,101,1
Project ID39,Validating,RC,138,149,11,0
Project ID2,Building,KB,56,152,96,1
