ID,Stage,Builder,Start,End,Duration,Outcome
Project ID5,Validating,KB,0,3,3,1
Project ID6,Validating,KB,3,4,1,0
Project ID0,Validating,RC,0,9,9,1
Project ID1,Validating,BZ,0,9,9,0
Project ID9,Validating,BZ,9,13,4,0
Project ID4,Validating,BZ,0,15,15,1
Project ID4,Recruiting,BZ,15,21,6,1
Project ID8,Validating,RC,9,23,14,1
Project ID10,Validating,BZ,13,23,10,0
Project ID13,Validating,BZ,23,32,9,0
Project ID12,Validating,RC,23,33,10,0
Project ID2,Validating,KB,0,37,37,0
Project ID3,Validating,RC,0,39,39,0
Project ID7,Validating,KB,4,39,35,0
Project ID11,Validating,BZ,15,41,26,0
Project ID16,Validating,KB,37,44,7,1
Project ID19,Validating,BZ,41,46,5,1
Project ID14,Validating,BZ,32,47,15,1
Project ID21,Validating,BZ,46,48,2,1
Project ID18,Validating,KB,39,51,12,0
Project ID15,Validating,RC,33,53,20,0
Project ID21,Recruiting,BZ,48,63,15,1
Project ID23,Validating,BZ,48,63,15,0
Project ID24,Validating,KB,51,67,16,1
Project ID5,Recruiting,KB,3,68,65,1
Project ID27,Validating,KB,67,71,4,0
Project ID17,Validating,RC,39,75,36,0
Project ID25,Validating,RC,53,78,25,0
Project ID26,Validating,BZ,63,82,19,0
Project ID20,Validating,KB,44,83,39,0
Project ID28,Validating,KB,71,84,13,0
Project ID22,Validating,BZ,47,95,48,0
Project ID32,Validating,KB,85,100,15,1
Project ID33,Validating,KB,94,102,8,0
Project ID24,Recruiting,KB,67,103,36,1
Project ID16,Recruiting,KB,44,106,62,1
Project ID29,Validating,RC,75,107,32,0
Project ID30,Validating,RC,78,107,29,1
Project ID34,Validating,BZ,103,113,10,0
Project ID0,Recruiting,RC,9,119,110,1
Project ID19,Recruiting,BZ,46,120,74,1
Project ID31,Validating,BZ,82,120,38,0
Project ID4,Building,BZ,21,127,106,1
Project ID36,Validating,KB,118,129,11,1
Project ID14,Recruiting,BZ,47,130,83,1
Project ID38,Validating,RC,129,133,4,0
Project ID32,Recruiting,KB,100,138,38,1
Project ID37,Validating,RC,124,144,20,1
Project ID40,Validating,BZ,143,146,3,0
Project ID35,Validating,KB,111,147,36,0
Project ID39,Validating,BZ,134,152,18,1
Project ID21,Building,BZ,63,154,91,1
Project ID5,Building,KB,68,159,91,1
Project ID42,Validating,RC,157,168,11,0
Project ID8,Recruiting,RC,23,170,147,1
Project ID43,Validating,RC,166,171,5,0
Project ID36,Recruiting,KB,129,172,43,1
Project ID44,Validating,BZ,171,178,7,0
Project ID0,Building,RC,119,190,71,1
