ID,Stage,Builder,Start,End,Duration,Outcome
Project ID0,Validating,RC,0,11,11,0
Project ID1,Validating,BZ,0,11,11,0
Project ID4,Validating,BZ,0,12,12,0
Project ID3,Validating,RC,0,21,21,1
Project ID8,Validating,BZ,12,21,9,1
Project ID7,Validating,BZ,11,22,11,0
Project ID6,Validating,RC,11,24,13,0
Project ID8,Recruiting,BZ,21,30,9,1
Project ID9,Validating,RC,21,40,19,1
Project ID13,Validating,RC,40,45,5,0
Project ID14,Validating,RC,45,48,3,0
Project ID2,Validating,KB,0,50,50,1
Project ID10,Validating,BZ,21,50,29,0
Project ID5,Validating,KB,0,54,54,0
Project ID18,Validating,KB,54,67,13,1
Project ID12,Validating,RC,24,69,45,1
Project ID17,Validating,BZ,50,69,19,0
Project ID16,Validating,KB,50,73,23,0
Project ID11,Validating,BZ,22,75,53,0
Project ID15,Validating,RC,48,75,27,0
Project ID23,Validating,BZ,75,82,7,0
Project ID20,Validating,RC,69,84,15,0
Project ID21,Validating,BZ,69,85,16,1
Project ID24,Validating,RC,75,85,10,0
Project ID26,Validating,RC,84,87,3,1
Project ID27,Validating,BZ,85,87,2,0
Project ID9,Recruiting,RC,40,92,52,1
Project ID26,Recruiting,RC,87,93,6,1
Project ID21,Recruiting,BZ,85,96,11,1
Project ID22,Validating,KB,73,98,25,0
Project ID25,Validating,BZ,82,98,16,1
Project ID29,Validating,RC,87,98,11,1
Project ID2,Recruiting,KB,50,99,49,1
Project ID32,Validating,BZ,98,101,3,0
Project ID33,Validating,RC,98,102,4,0
Project ID18,Recruiting,KB,67,104,37,1
Project ID19,Validating,KB,67,105,38,0
Project ID31,Validating,KB,98,111,13,0
Project ID30,Validating,BZ,87,115,28,1
Project ID35,Validating,RC,104,116,12,0
Project ID37,Validating,KB,115,117,2,0
Project ID28,Validating,RC,85,120,35,1
Project ID29,Recruiting,RC,98,122,24,1
Project ID36,Validating,KB,110,122,12,1
Project ID8,Building,BZ,30,126,96,0
Project ID34,Validating,BZ,101,127,26,0
Project ID30,Recruiting,BZ,115,137,22,1
Project ID12,Recruiting,RC,69,142,73,0
Project ID28,Recruiting,RC,120,145,25,1
Project ID39,Validating,RC,132,149,17,0
Project ID40,Validating,KB,139,150,11,0
Project ID38,Validating,BZ,124,155,31,0
Project ID3,Recruiting,RC,21,158,137,1
Project ID26,Building,RC,93,169,76,1
Project ID42,Validating,KB,150,169,19,0
Project ID41,Validating,RC,145,172,27,0
Project ID36,Recruiting,KB,122,173,51,1
Project ID2,Building,KB,99,175,76,1
Project ID44,Validating,RC,165,175,10,0
Project ID25,Recruiting,BZ,98,177,79,0
Project ID45,Validating,KB,172,181,9,0
Project ID43,Validating,BZ,158,182,24,1
Project ID21,Building,BZ,96,184,88,1
Project ID9,Building,RC,92,187,95,1
