ID,Stage,Builder,Start,End,Duration,Outcome
Project ID3,Validating,RC,0,1,1,0
Project ID2,Validating,KB,0,5,5,0
Project ID4,Validating,BZ,0,6,6,0
Project ID7,Validating,KB,5,9,4,0
Project ID1,Validating,BZ,0,10,10,0
Project ID0,Validating,RC,0,13,13,1
Project ID5,Validating,KB,0,21,21,0
Project ID6,Validating,RC,1,21,20,0
Project ID8,Validating,BZ,6,24,18,1
Project ID12,Validating,KB,21,27,6,0
Project ID9,Validating,KB,9,28,19,0
Project ID15,Validating,KB,27,30,3,0
Project ID10,Validating,BZ,10,31,21,0
Project ID17,Validating,KB,30,31,1,0
Project ID19,Validating,KB,31,33,2,0
Project ID13,Validating,RC,21,35,14,0
Project ID18,Validating,BZ,31,38,7,0
Project ID11,Validating,RC,13,42,29,1
Project ID14,Validating,BZ,24,42,18,1
Project ID20,Validating,KB,33,42,9,0
Project ID24,Validating,BZ,42,44,2,0
Project ID26,Validating,BZ,44,46,2,1
Project ID22,Validating,BZ,38,48,10,0
Project ID8,Recruiting,BZ,24,54,30,1
Project ID21,Validating,RC,35,56,21,0
Project ID28,Validating,BZ,57,61,4,1
Project ID27,Validating,BZ,52,63,11,0
Project ID25,Validating,KB,42,65,23,0
Project ID16,Validating,KB,28,67,39,0
Project ID14,Recruiting,BZ,42,68,26,1
Project ID28,Recruiting,BZ,61,81,20,0
Project ID31,Validating,BZ,77,81,4,0
Project ID29,Validating,RC,64,92,28,0
Project ID30,Validating,BZ,70,110,40,0
Project ID23,Validating,RC,42,117,75,0
Project ID36,Validating,BZ,111,120,9,0
Project ID32,Validating,KB,82,125,43,0
Project ID35,Validating,RC,102,126,24,0
Project ID37,Validating,RC,117,132,15,0
Project ID14,Building,BZ,68,138,70,0
Project ID39,Validating,KB,132,138,6,0
Project ID33,Validating,KB,90,140,50,1
Project ID26,Recruiting,BZ,46,141,95,1
Project ID11,Recruiting,RC,42,144,102,1
Project ID40,Validating,RC,139,155,16,0
Project ID41,Validating,RC,145,155,10,1
Project ID0,Recruiting,RC,13,157,144,1
Project ID8,Building,BZ,54,160,106,0
