ID,Stage,Builder,Start,End,Duration,Outcome
Project ID3,Validating,RC,0,1,1,0
Project ID6,Validating,RC,1,3,2,0
Project ID0,Validating,RC,0,5,5,0
Project ID4,Validating,BZ,0,9,9,0
Project ID7,Validating,RC,3,10,7,0
Project ID2,Validating,KB,0,21,21,0
Project ID10,Validating,RC,10,21,11,1
Project ID5,Validating,KB,0,22,22,0
Project ID8,Validating,RC,5,27,22,1
Project ID9,Validating,BZ,9,29,20,0
Project ID11,Validating,KB,21,31,10,0
Project ID12,Validating,RC,21,31,10,0
Project ID1,Validating,BZ,0,39,39,0
Project ID17,Validating,RC,31,39,8,1
Project ID16,Validating,KB,31,40,9,1
Project ID14,Validating,RC,27,42,15,1
Project ID20,Validating,KB,40,44,4,0
Project ID19,Validating,RC,39,48,9,0
Project ID22,Validating,KB,44,52,8,0
Project ID15,Validating,BZ,29,53,24,1
Project ID13,Validating,KB,22,56,34,1
Project ID23,Validating,RC,48,60,12,0
Project ID18,Validating,BZ,39,61,22,1
Project ID26,Validating,KB,56,65,9,1
Project ID29,Validating,KB,66,67,1,1
Project ID28,Validating,BZ,61,69,8,1
Project ID24,Validating,KB,52,74,22,0
Project ID29,Recruiting,KB,67,74,7,1
Project ID14,Recruiting,RC,42,75,33,1
Project ID30,Validating,KB,73,79,6,0
Project ID21,Validating,RC,42,86,44,0
Project ID25,Validating,BZ,53,93,40,1
Project ID18,Recruiting,BZ,61,102,41,1
Project ID17,Recruiting,RC,39,104,65,0
Project ID16,Recruiting,KB,40,105,65,1
Project ID8,Recruiting,RC,27,107,80,1
Project ID27,Validating,RC,60,107,47,0
Project ID33,Validating,KB,94,113,19,1
Project ID34,Validating,RC,102,115,13,0
Project ID31,Validating,BZ,81,124,43,0
Project ID37,Validating,KB,122,125,3,0
Project ID35,Validating,BZ,107,127,20,1
Project ID13,Recruiting,KB,56,130,74,1
Project ID36,Validating,RC,114,130,16,1
Project ID26,Recruiting,KB,65,132,67,1
Project ID28,Recruiting,BZ,69,135,66,1
Project ID38,Validating,RC,130,140,10,1
Project ID39,Validating,BZ,137,145,8,1
Project ID32,Validating,KB,88,148,60,0
Project ID40,Validating,KB,143,150,7,0
Project ID15,Recruiting,BZ,53,156,103,0
Project ID41,Validating,BZ,150,167,17,1
Project ID38,Recruiting,RC,140,171,31,1
Project ID44,Validating,BZ,170,171,1,0
Project ID14,Building,RC,75,173,98,0
Project ID33,Recruiting,KB,113,173,60,1
Project ID42,Validating,RC,159,173,14,0
Project ID25,Recruiting,BZ,93,177,84,1
Project ID29,Building,KB,74,183,109,1
Project ID35,Recruiting,BZ,127,191,64,1
Project ID45,Validating,KB,175,192,17,0
Project ID10,Recruiting,RC,21,195,174,0
Project ID8,Building,RC,107,196,89,1
Project ID16,Building,KB,105,197,92,1
