ID,Stage,Builder,Start,End,Duration,Outcome
Project ID0,Validating,RC,0,9,9,1
Project ID3,Validating,RC,0,18,18,0
Project ID5,Validating,KB,0,18,18,1
Project ID4,Validating,BZ,0,19,19,0
Project ID8,Validating,KB,18,20,2,1
Project ID9,Validating,BZ,19,20,1,0
Project ID10,Validating,KB,20,24,4,0
Project ID2,Validating,KB,0,25,25,0
Project ID12,Validating,KB,24,25,1,0
Project ID11,Validating,BZ,20,29,9,1
Project ID15,Validating,BZ,29,36,7,0
Project ID13,Validating,KB,25,39,14,1
Project ID1,Validating,BZ,0,43,43,1
Project ID6,Validating,RC,9,48,39,0
Project ID16,Validating,BZ,36,49,13,1
Project ID19,Validating,RC,48,49,1,1
Project ID16,Recruiting,BZ,49,51,2,1
Project ID7,Validating,RC,18,53,35,0
Project ID22,Validating,RC,53,56,3,0
Project ID18,Validating,BZ,43,57,14,1
Project ID5,Recruiting,KB,18,60,42,0
Project ID21,Validating,RC,49,62,13,0
Project ID17,Validating,KB,39,64,25,0
Project ID11,Recruiting,BZ,29,65,36,1
Project ID19,Recruiting,RC,49,66,17,1
Project ID14,Validating,KB,25,69,44,1
Project ID24,Validating,BZ,57,69,12,0
Project ID25,Validating,RC,62,76,14,0
Project ID26,Validating,KB,64,76,12,0
Project ID27,Validating,KB,69,78,9,0
Project ID30,Validating,KB,76,79,3,0
Project ID20,Validating,BZ,49,82,33,1
Project ID8,Recruiting,KB,20,86,66,1
Project ID13,Recruiting,KB,39,86,47,1
Project ID23,Validating,RC,56,86,30,1
Project ID31,Validating,KB,81,86,5,0
Project ID28,Validating,BZ,69,87,18,0
Project ID29,Validating,RC,76,95,19,0
Project ID32,Validating,KB,90,104,14,1
Project ID20,Recruiting,BZ,82,105,23,0
Project ID34,Validating,RC,105,106,1,0
Project ID33,Validating,BZ,97,111,14,1
Project ID37,Validating,RC,130,132,2,1
Project ID36,Validating,BZ,122,136,14,0
Project ID16,Building,BZ,51,139,88,1
Project ID23,Recruiting,RC,86,143,57,1
Project ID1,Recruiting,BZ,43,146,103,1
Project ID33,Recruiting,BZ,111,152,41,1
Project ID38,Validating,KB,136,153,17,0
Project ID37,Recruiting,RC,132,154,22,1
Project ID40,Validating,BZ,151,154,3,1
Project ID35,Validating,KB,113,155,42,0
Project ID11,Building,BZ,65,160,95,0
Project ID19,Building,RC,66,161,95,1
Project ID0,Recruiting,RC,9,164,155,1
Project ID8,Building,KB,86,169,83,1
Project ID13,Building,KB,86,172,86,1
