ID,Stage,Builder,Start,End,Duration,Outcome
Project ID0,Validating,RC,0,3,3,1
Project ID5,Validating,KB,0,8,8,1
Project ID4,Validating,BZ,0,14,14,0
Project ID6,Validating,RC,3,16,13,1
Project ID1,Validating,BZ,0,17,17,0
Project ID7,Validating,KB,8,21,13,0
Project ID3,Validating,RC,0,27,27,1
Project ID11,Validating,KB,21,35,14,0
Project ID13,Validating,KB,35,36,1,1
Project ID14,Validating,KB,36,37,1,0
Project ID13,Recruiting,KB,36,38,2,1
Project ID2,Validating,KB,0,39,39,1
Project ID0,Recruiting,RC,3,40,37,1
Project ID10,Validating,BZ,17,41,24,0
Project ID2,Recruiting,KB,39,42,3,0
Project ID16,Validating,KB,39,42,3,0
Project ID8,Validating,BZ,14,48,34,1
Project ID15,Validating,KB,37,49,12,1
Project ID9,Validating,RC,16,50,34,1
Project ID18,Validating,KB,42,51,9,0
Project ID19,Validating,BZ,48,54,6,1
Project ID12,Validating,RC,27,58,31,1
Project ID22,Validating,KB,51,58,7,0
Project ID20,Validating,KB,49,60,11,0
Project ID15,Recruiting,KB,49,66,17,0
Project ID26,Validating,KB,60,66,6,0
Project ID23,Validating,BZ,54,67,13,1
Project ID27,Validating,KB,66,69,3,1
Project ID8,Recruiting,BZ,48,72,24,1
Project ID21,Validating,RC,50,74,24,1
Project ID29,Validating,KB,69,74,5,0
Project ID17,Validating,BZ,41,75,34,1
Project ID24,Validating,RC,58,79,21,0
Project ID6,Recruiting,RC,16,84,68,1
Project ID5,Recruiting,KB,8,86,78,1
Project ID30,Validating,RC,77,88,11,0
Project ID3,Recruiting,RC,27,89,62,1
Project ID28,Validating,BZ,67,90,23,1
Project ID27,Recruiting,KB,69,91,22,1
Project ID32,Validating,BZ,92,97,5,0
Project ID33,Validating,RC,101,102,1,1
Project ID21,Recruiting,RC,74,104,30,0
Project ID25,Validating,KB,58,107,49,0
Project ID0,Building,RC,40,116,76,1
Project ID17,Recruiting,BZ,75,118,43,1
Project ID23,Recruiting,BZ,67,119,52,0
Project ID31,Validating,KB,83,121,38,0
Project ID36,Validating,BZ,121,122,1,0
Project ID9,Recruiting,RC,50,123,73,1
Project ID34,Validating,RC,108,123,15,1
Project ID13,Building,KB,38,124,86,1
Project ID19,Recruiting,BZ,54,124,70,1
Project ID12,Recruiting,RC,58,127,69,1
Project ID37,Validating,RC,129,132,3,0
Project ID28,Recruiting,BZ,90,135,45,1
Project ID34,Recruiting,RC,123,136,13,1
Project ID38,Validating,KB,138,150,12,1
Project ID39,Validating,KB,147,152,5,1
Project ID8,Building,BZ,72,158,86,1
Project ID35,Validating,BZ,114,158,44,1
Project ID40,Validating,BZ,152,158,6,0
Project ID35,Recruiting,BZ,158,161,3,1
Project ID33,Recruiting,RC,102,169,67,1
Project ID41,Validating,RC,158,179,21,0
Project ID6,Building,RC,84,183,99,1
Project ID39,Recruiting,KB,152,183,31,0
Project ID42,Validating,RC,166,186,20,0
Project ID17,Building,BZ,118,188,70,1
Project ID5,Building,KB,86,191,105,1
