ID,Stage,Builder,Start,End,Duration,Outcome
Project ID0,Validating,RC,0,2,2,0
Project ID4,Validating,BZ,0,8,8,0
Project ID2,Validating,KB,0,11,11,1
Project ID8,Validating,KB,11,12,1,0
Project ID5,Validating,KB,0,15,15,0
Project ID3,Validating,RC,0,16,16,0
Project ID1,Validating,BZ,0,17,17,0
Project ID11,Validating,RC,16,19,3,0
Project ID2,Recruiting,KB,11,23,12,1
Project ID6,Validating,RC,2,27,25,0
Project ID12,Validating,BZ,17,32,15,0
Project ID13,Validating,RC,19,41,22,1
Project ID10,Validating,KB,15,42,27,0
Project ID16,Validating,RC,41,47,6,0
Project ID17,Validating,KB,42,49,7,1
Project ID15,Validating,BZ,32,52,20,0
Project ID18,Validating,RC,47,55,8,1
Project ID7,Validating,BZ,8,57,49,0
Project ID9,Validating,KB,12,58,46,0
Project ID23,Validating,KB,58,62,4,1
Project ID21,Validating,RC,55,63,8,0
Project ID20,Validating,BZ,52,64,12,1
Project ID22,Validating,BZ,57,64,7,1
Project ID25,Validating,RC,63,70,7,1
Project ID23,Recruiting,KB,62,80,18,1
Project ID17,Recruiting,KB,49,81,32,1
Project ID14,Validating,RC,27,83,56,1
Project ID19,Validating,KB,49,83,34,0
Project ID26,Validating,BZ,64,83,19,0
Project ID27,Validating,BZ,64,83,19,0
Project ID28,Validating,RC,70,91,21,0
Project ID24,Validating,KB,62,92,30,0
Project ID30,Validating,KB,83,92,9,0
Project ID18,Recruiting,RC,55,100,45,1
Project ID33,Validating,RC,91,101,10,0
Project ID31,Validating,BZ,83,103,20,1
Project ID31,Recruiting,BZ,103,103,0,1
Project ID29,Validating,RC,83,104,21,1
Project ID13,Recruiting,RC,41,106,65,0
Project ID32,Validating,BZ,83,107,24,1
Project ID34,Validating,KB,93,110,17,0
Project ID36,Validating,RC,106,118,12,0
Project ID14,Recruiting,RC,83,125,42,1
Project ID2,Building,KB,23,127,104,0
Project ID35,Validating,KB,99,137,38,0
Project ID39,Validating,BZ,124,137,13,0
Project ID40,Validating,KB,133,141,8,0
Project ID22,Recruiting,BZ,64,143,79,1
Project ID20,Recruiting,BZ,64,145,81,0
Project ID41,Validating,RC,138,148,10,0
Project ID37,Validating,BZ,111,161,50,0
Project ID42,Validating,KB,146,162,16,0
Project ID38,Validating,RC,119,165,46,1
Project ID25,Recruiting,RC,70,170,100,1
Project ID44,Validating,KB,163,173,10,1
Project ID23,Building,KB,80,174,94,0
Project ID45,Validating,RC,172,181,9,0
Project ID43,Validating,BZ,154,182,28,0
Project ID31,Building,BZ,103,187,84,1
