ID,Stage,Builder,Start,End,Duration,Outcome
Project ID3,Validating,RC,0,1,1,1
Project ID0,Validating,RC,0,3,3,0
Project ID2,Validating,KB,0,5,5,0
Project ID1,Validating,BZ,0,8,8,0
Project ID5,Validating,KB,0,16,16,0
Project ID4,Validating,BZ,0,31,31,1
Project ID7,Validating,RC,3,31,28,0
Project ID9,Validating,BZ,8,31,23,1
Project ID12,Validating,RC,31,35,4,0
Project ID8,Validating,KB,5,41,36,0
Project ID11,Validating,BZ,31,45,14,1
Project ID10,Validating,KB,16,46,30,0
Project ID14,Validating,RC,35,47,12,1
Project ID4,Recruiting,BZ,31,49,18,1
Project ID3,Recruiting,RC,1,51,50,1
Project ID6,Validating,RC,1,52,51,0
Project ID9,Recruiting,BZ,31,56,25,1
Project ID13,Validating,BZ,31,56,25,1
Project ID17,Validating,KB,46,57,11,0
Project ID20,Validating,BZ,56,58,2,0
Project ID21,Validating,KB,57,69,12,1
Project ID22,Validating,BZ,58,71,13,1
Project ID16,Validating,BZ,45,75,30,1
Project ID14,Recruiting,RC,47,80,33,1
Project ID25,Validating,BZ,75,82,7,0
Project ID13,Recruiting,BZ,56,83,27,1
Project ID15,Validating,KB,41,84,43,1
Project ID24,Validating,BZ,71,84,13,0
Project ID28,Validating,BZ,84,85,1,0
Project ID26,Validating,BZ,82,91,9,0
Project ID30,Validating,BZ,91,93,2,0
Project ID18,Validating,RC,47,94,47,0
Project ID22,Recruiting,BZ,71,99,28,1
Project ID16,Recruiting,BZ,75,107,32,1
Project ID32,Validating,RC,94,108,14,0
Project ID27,Validating,KB,84,113,29,0
Project ID33,Validating,RC,108,113,5,1
Project ID11,Recruiting,BZ,45,114,69,1
Project ID23,Validating,KB,69,115,46,1
Project ID29,Validating,BZ,85,115,30,0
Project ID15,Recruiting,KB,84,117,33,1
Project ID33,Recruiting,RC,113,117,4,1
Project ID31,Validating,BZ,93,119,26,1
Project ID19,Validating,RC,52,124,72,1
Project ID37,Validating,BZ,118,134,16,0
Project ID39,Validating,RC,128,138,10,0
Project ID36,Validating,KB,115,140,25,0
Project ID3,Building,RC,51,142,91,1
Project ID19,Recruiting,RC,124,143,19,1
Project ID41,Validating,RC,142,143,1,0
Project ID34,Validating,KB,113,148,35,1
Project ID21,Recruiting,KB,69,149,80,0
Project ID38,Validating,BZ,123,150,27,1
Project ID4,Building,BZ,49,154,105,1
Project ID9,Building,BZ,56,154,98,1
Project ID42,Validating,KB,151,155,4,0
Project ID40,Validating,BZ,134,156,22,0
Project ID38,Recruiting,BZ,150,165,15,1
Project ID14,Building,RC,80,170,90,1
Project ID45,Validating,BZ,169,177,8,1
Project ID43,Validating,RC,159,182,23,0
Project ID35,Validating,RC,113,183,70,1
Project ID47,Validating,BZ,182,185,3,1
Project ID23,Recruiting,KB,115,187,72,1
Project ID15,Building,KB,117,188,71,1
